timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est
2026-06-21 22:46:13.629,991.67,991.22,-45.56,-9.03
2026-06-21 22:46:14.262,991.66,991.23,-42.91,-8.77
2026-06-21 22:46:14.895,991.65,991.20,-44.82,-8.96
2026-06-21 22:46:15.526,991.64,991.62,-1.85,-1.82
2026-06-21 22:46:16.159,991.67,991.27,-40.20,-8.49
2026-06-21 22:46:16.791,991.68,991.23,-44.75,-8.96
2026-06-21 22:46:17.424,991.67,991.25,-42.25,-8.71
2026-06-21 22:46:18.056,991.65,991.25,-40.82,-8.56
2026-06-21 22:46:18.689,991.68,991.26,-41.61,-8.64
2026-06-21 22:46:19.324,991.66,991.28,-37.72,-8.23
2026-06-21 22:46:19.956,991.67,991.25,-41.93,-8.68
2026-06-21 22:46:20.588,991.69,991.31,-38.42,-8.31
2026-06-21 22:46:21.221,991.68,991.27,-40.57,-8.54
2026-06-21 22:46:21.853,991.68,991.57,-10.93,-4.43
2026-06-21 22:46:22.486,991.68,991.61,-6.51,-3.42
2026-06-21 22:46:23.118,991.65,991.55,-10.29,-4.30
2026-06-21 22:46:23.749,991.66,991.29,-37.14,-8.17
2026-06-21 22:46:24.381,991.71,991.26,-44.84,-8.98
2026-06-21 22:46:25.013,991.68,991.25,-42.87,-8.78
2026-06-21 22:46:25.645,991.67,991.26,-40.71,-8.56
2026-06-21 22:46:26.278,991.67,991.29,-38.65,-8.34
2026-06-21 22:46:26.910,991.65,991.61,-3.99,-2.68
2026-06-21 22:46:27.543,991.68,991.38,-30.97,-7.46
2026-06-21 22:46:28.175,991.66,991.69,2.85,2.27
2026-06-21 22:46:28.807,991.67,991.26,-41.33,-8.62
2026-06-21 22:46:29.440,991.67,991.30,-37.24,-8.19
2026-06-21 22:46:30.073,991.66,991.29,-37.50,-8.22
2026-06-21 22:46:30.705,991.70,991.30,-40.18,-8.50
2026-06-21 22:46:31.338,991.67,991.28,-39.11,-8.39
2026-06-21 22:46:31.970,991.69,991.30,-39.07,-8.39
2026-06-21 22:46:32.603,991.67,991.94,27.08,6.98
2026-06-21 22:46:33.236,991.68,992.58,89.83,12.72
2026-06-21 22:46:33.873,991.67,991.32,-34.75,-7.91
2026-06-21 22:46:34.505,991.68,991.30,-38.65,-8.35
2026-06-21 22:46:35.138,991.71,991.33,-37.91,-8.27
2026-06-21 22:46:35.770,991.70,991.34,-35.60,-8.01
2026-06-21 22:46:36.395,991.68,991.32,-35.62,-8.01
2026-06-21 22:46:37.027,991.72,991.34,-37.90,-8.27
2026-06-21 22:46:37.659,991.72,991.34,-37.90,-8.27
2026-06-21 22:46:38.292,991.71,991.33,-37.28,-8.20
2026-06-21 22:46:38.925,991.70,991.34,-35.47,-8.00
2026-06-21 22:46:39.557,991.70,991.35,-35.33,-7.98
2026-06-21 22:46:40.190,991.72,991.34,-37.73,-8.25
2026-06-21 22:46:40.823,991.70,991.36,-33.70,-7.79
2026-06-21 22:46:41.446,991.71,991.33,-37.10,-8.18
2026-06-21 22:46:42.069,991.72,991.36,-35.99,-8.05
2026-06-21 22:46:42.692,991.67,991.37,-30.52,-7.42
2026-06-21 22:46:43.316,991.66,991.37,-29.39,-7.28
2026-06-21 22:46:43.939,991.70,991.33,-37.72,-8.24
2026-06-21 22:46:44.563,991.71,991.35,-36.38,-8.09
2026-06-21 22:46:45.186,991.73,991.31,-41.96,-8.69
2026-06-21 22:46:45.813,991.70,991.31,-38.90,-8.37
2026-06-21 22:46:46.445,991.70,991.33,-36.67,-8.12
2026-06-21 22:46:47.079,991.72,991.33,-38.82,-8.36
2026-06-21 22:46:47.711,991.67,991.37,-30.11,-7.36
2026-06-21 22:46:48.344,991.65,991.36,-29.50,-7.29
2026-06-21 22:46:48.977,991.68,991.35,-33.33,-7.75
2026-06-21 22:46:49.609,991.67,991.30,-37.07,-8.17
2026-06-21 22:46:50.242,991.68,991.37,-31.24,-7.50
2026-06-21 22:46:50.875,991.71,991.36,-34.58,-7.89
2026-06-21 22:46:51.507,991.71,991.34,-36.97,-8.16
2026-06-21 22:46:52.139,991.69,991.38,-31.30,-7.51
2026-06-21 22:46:52.774,991.68,991.36,-32.28,-7.63
2026-06-21 22:46:53.406,991.64,991.37,-27.21,-7.00
2026-06-21 22:46:54.038,991.72,991.39,-32.58,-7.66
2026-06-21 22:46:54.670,991.72,991.32,-40.10,-8.50
2026-06-21 22:46:55.304,991.69,991.37,-32.69,-7.67
2026-06-21 22:46:55.936,991.72,991.37,-35.31,-7.98
2026-06-21 22:46:56.568,991.73,991.35,-37.69,-8.24
2026-06-21 22:46:57.201,991.72,991.40,-32.31,-7.63
2026-06-21 22:46:57.834,991.70,991.46,-24.44,-6.63
2026-06-21 22:46:58.466,991.70,992.00,30.15,7.37
2026-06-21 22:46:59.099,991.73,997.55,582.38,32.39
2026-06-21 22:46:59.731,991.74,997.72,598.52,32.83
2026-06-21 22:47:00.363,991.70,1004.23,1253.69,47.52
2026-06-21 22:47:00.996,991.72,1038.11,4639.62,91.41
2026-06-21 22:47:01.630,991.71,1030.06,3835.33,83.11
2026-06-21 22:47:02.262,991.74,997.98,624.80,33.54
2026-06-21 22:47:02.895,991.71,990.99,-72.67,-11.44
2026-06-21 22:47:03.527,991.73,991.12,-60.95,-10.48
2026-06-21 22:47:04.160,991.71,991.03,-67.78,-11.05
2026-06-21 22:47:04.792,991.66,991.07,-59.60,-10.36
2026-06-21 22:47:05.425,991.67,991.21,-45.51,-9.05
2026-06-21 22:47:06.057,991.69,991.35,-34.07,-7.83
2026-06-21 22:47:06.689,991.71,991.39,-31.94,-7.58
2026-06-21 22:47:07.323,991.70,991.36,-34.05,-7.83
2026-06-21 22:47:07.955,991.68,991.38,-30.07,-7.36
2026-06-21 22:47:08.587,991.69,991.36,-33.09,-7.72
2026-06-21 22:47:09.220,991.66,991.41,-25.41,-6.76
2026-06-21 22:47:09.855,991.64,991.31,-32.54,-7.65
2026-06-21 22:47:10.487,991.67,991.36,-31.06,-7.47
2026-06-21 22:47:11.120,991.65,991.35,-30.64,-7.42
2026-06-21 22:47:11.752,991.71,991.34,-36.64,-8.11
2026-06-21 22:47:12.385,991.70,991.35,-34.26,-7.84
2026-06-21 22:47:13.017,991.65,991.36,-29.13,-7.23
2026-06-21 22:47:13.649,991.62,991.32,-29.76,-7.31
2026-06-21 22:47:14.282,991.64,991.30,-33.60,-7.76
2026-06-21 22:47:14.914,991.69,991.31,-38.08,-8.26
2026-06-21 22:47:15.546,991.67,991.34,-33.21,-7.72
2026-06-21 22:47:16.179,991.67,991.34,-33.08,-7.70
2026-06-21 22:47:16.811,991.66,991.36,-29.78,-7.31
2026-06-21 22:47:17.444,991.65,991.29,-36.85,-8.13
2026-06-21 22:47:18.079,991.69,991.35,-34.15,-7.82
2026-06-21 22:47:18.711,991.64,991.28,-36.02,-8.03
2026-06-21 22:47:19.343,991.67,991.31,-36.12,-8.04
