timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est
2026-06-21 22:15:56.997,991.58,991.25,-0.33,-0.76
2026-06-21 22:15:57.630,991.63,991.26,-0.38,-0.82
2026-06-21 22:15:58.262,991.65,991.28,-0.38,-0.82
2026-06-21 22:15:58.889,991.70,991.28,-0.42,-0.86
2026-06-21 22:15:59.521,991.67,991.28,-0.39,-0.83
2026-06-21 22:16:00.153,991.67,991.29,-0.38,-0.82
2026-06-21 22:16:00.786,991.67,991.29,-0.37,-0.81
2026-06-21 22:16:01.419,991.65,991.30,-0.36,-0.80
2026-06-21 22:16:02.051,991.66,991.30,-0.36,-0.80
2026-06-21 22:16:02.683,991.67,991.31,-0.36,-0.80
2026-06-21 22:16:03.317,991.66,991.30,-0.36,-0.80
2026-06-21 22:16:03.944,991.65,991.30,-0.35,-0.79
2026-06-21 22:16:04.570,991.68,991.30,-0.38,-0.82
2026-06-21 22:16:05.205,991.67,991.30,-0.37,-0.81
2026-06-21 22:16:05.831,991.69,991.30,-0.39,-0.83
2026-06-21 22:16:06.463,991.68,991.30,-0.39,-0.83
2026-06-21 22:16:07.096,991.69,991.30,-0.39,-0.83
2026-06-21 22:16:07.727,991.69,991.30,-0.39,-0.83
2026-06-21 22:16:08.360,991.70,991.31,-0.39,-0.84
2026-06-21 22:16:08.985,991.66,991.31,-0.35,-0.79
2026-06-21 22:16:09.618,991.66,991.30,-0.36,-0.80
2026-06-21 22:16:10.251,991.65,991.30,-0.35,-0.79
2026-06-21 22:16:10.877,991.62,991.29,-0.33,-0.76
2026-06-21 22:16:11.509,991.65,991.30,-0.36,-0.80
2026-06-21 22:16:12.141,991.63,991.21,-0.42,-0.87
2026-06-21 22:16:12.773,991.65,991.09,-0.56,-1.00
2026-06-21 22:16:13.406,991.64,991.16,-0.48,-0.92
2026-06-21 22:16:14.040,991.67,991.20,-0.46,-0.91
2026-06-21 22:16:14.672,991.62,991.22,-0.40,-0.84
2026-06-21 22:16:15.305,991.62,991.25,-0.37,-0.82
2026-06-21 22:16:15.930,991.67,991.28,-0.40,-0.84
2026-06-21 22:16:16.562,991.65,991.29,-0.36,-0.80
2026-06-21 22:16:17.195,991.63,991.30,-0.33,-0.77
2026-06-21 22:16:17.828,991.64,991.31,-0.33,-0.77
2026-06-21 22:16:18.460,991.62,991.32,-0.30,-0.73
2026-06-21 22:16:19.093,991.64,991.32,-0.32,-0.75
2026-06-21 22:16:19.725,991.62,991.33,-0.30,-0.73
2026-06-21 22:16:20.357,991.64,991.34,-0.31,-0.74
2026-06-21 22:16:20.984,991.66,991.34,-0.32,-0.76
2026-06-21 22:16:21.616,991.66,991.36,-0.31,-0.74
2026-06-21 22:16:22.251,991.62,991.38,-0.24,-0.65
2026-06-21 22:16:22.883,991.63,991.41,-0.22,-0.62
2026-06-21 22:16:23.515,991.63,991.42,-0.21,-0.62
2026-06-21 22:16:24.148,991.62,991.45,-0.17,-0.56
2026-06-21 22:16:24.780,991.65,991.47,-0.18,-0.57
2026-06-21 22:16:25.413,991.64,991.44,-0.20,-0.60
2026-06-21 22:16:26.045,991.66,991.43,-0.23,-0.64
2026-06-21 22:16:26.678,991.60,991.42,-0.18,-0.57
2026-06-21 22:16:27.311,991.65,991.42,-0.23,-0.65
2026-06-21 22:16:27.939,991.63,991.41,-0.23,-0.64
2026-06-21 22:16:28.571,991.63,991.41,-0.22,-0.63
2026-06-21 22:16:29.204,991.62,991.40,-0.22,-0.63
2026-06-21 22:16:29.833,991.62,991.40,-0.21,-0.62
2026-06-21 22:16:30.468,991.67,991.40,-0.27,-0.70
2026-06-21 22:16:31.101,991.60,991.39,-0.21,-0.62
2026-06-21 22:16:31.733,991.65,991.39,-0.26,-0.69
2026-06-21 22:16:32.366,991.63,991.38,-0.25,-0.67
2026-06-21 22:16:32.999,991.65,991.38,-0.27,-0.70
2026-06-21 22:16:33.631,991.63,991.38,-0.25,-0.67
2026-06-21 22:16:34.264,991.64,991.37,-0.27,-0.69
2026-06-21 22:16:34.896,991.70,991.37,-0.33,-0.76
2026-06-21 22:16:35.528,991.67,991.36,-0.31,-0.74
2026-06-21 22:16:36.161,991.63,991.38,-0.25,-0.67
2026-06-21 22:16:36.793,991.69,991.38,-0.31,-0.75
2026-06-21 22:16:37.428,991.64,991.38,-0.26,-0.68
2026-06-21 22:16:38.060,991.62,991.38,-0.24,-0.66
2026-06-21 22:16:38.693,991.56,991.37,-0.19,-0.58
2026-06-21 22:16:39.326,991.48,991.37,-0.11,-0.45
2026-06-21 22:16:39.959,991.34,991.37,0.02,0.21
2026-06-21 22:16:40.590,991.15,991.37,0.22,0.62
2026-06-21 22:16:41.224,991.81,991.37,-0.44,-0.89
2026-06-21 22:16:41.849,992.87,991.37,-1.50,-1.63
2026-06-21 22:16:42.482,994.47,991.37,-3.10,-2.35
2026-06-21 22:16:43.114,995.76,991.37,-4.39,-2.79
2026-06-21 22:16:43.746,994.37,991.37,-3.00,-2.31
2026-06-21 22:16:44.378,991.60,991.37,-0.23,-0.65
2026-06-21 22:16:45.011,991.61,991.36,-0.25,-0.67
2026-06-21 22:16:45.643,991.62,991.35,-0.27,-0.70
2026-06-21 22:16:46.276,991.67,991.35,-0.32,-0.76
2026-06-21 22:16:46.904,991.70,991.35,-0.35,-0.79
2026-06-21 22:16:47.538,991.72,991.36,-0.36,-0.81
2026-06-21 22:16:48.171,991.72,991.36,-0.36,-0.80
2026-06-21 22:16:48.802,991.66,991.35,-0.31,-0.74
2026-06-21 22:16:49.435,991.66,991.34,-0.32,-0.75
2026-06-21 22:16:50.067,991.67,991.33,-0.34,-0.78
2026-06-21 22:16:50.699,991.79,991.33,-0.45,-0.90
2026-06-21 22:16:51.331,991.83,991.33,-0.50,-0.94
2026-06-21 22:16:51.964,991.82,991.34,-0.48,-0.92
2026-06-21 22:16:52.595,991.80,991.34,-0.45,-0.90
2026-06-21 22:16:53.228,991.80,991.35,-0.46,-0.90
2026-06-21 22:16:53.853,991.76,991.35,-0.41,-0.86
