timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est
2026-06-22 17:14:15.373,990.40,989.37,-103.54,-13.71
2026-06-22 17:14:16.006,990.46,989.38,-107.82,-13.99
2026-06-22 17:14:16.638,990.41,989.42,-98.80,-13.39
2026-06-22 17:14:17.270,990.40,989.43,-97.14,-13.28
2026-06-22 17:14:17.901,990.43,989.38,-105.20,-13.82
2026-06-22 17:14:18.534,990.41,990.87,45.31,9.07
2026-06-22 17:14:19.166,990.39,991.26,86.93,12.56
2026-06-22 17:14:19.797,990.41,992.21,180.17,18.09
2026-06-22 17:14:20.430,990.42,993.23,280.90,22.58
2026-06-22 17:14:21.054,990.43,991.79,136.34,15.73
2026-06-22 17:14:21.686,990.42,989.38,-103.57,-13.71
2026-06-22 17:14:22.319,990.42,989.35,-107.53,-13.97
2026-06-22 17:14:22.954,990.43,989.39,-104.42,-13.77
2026-06-22 17:14:23.586,990.41,989.44,-96.96,-13.27
2026-06-22 17:14:24.218,990.41,989.44,-96.77,-13.25
2026-06-22 17:14:24.850,990.41,989.40,-101.05,-13.54
2026-06-22 17:14:25.482,990.47,989.39,-108.05,-14.01
2026-06-22 17:14:26.114,990.40,989.41,-99.28,-13.43
2026-06-22 17:14:26.746,990.43,989.42,-100.99,-13.54
2026-06-22 17:14:27.378,990.41,989.39,-102.71,-13.65
