timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est
2026-06-21 22:21:10.292,991.64,991.42,-0.21,-0.62
2026-06-21 22:21:10.923,991.68,991.41,-0.27,-0.70
2026-06-21 22:21:11.555,991.67,991.41,-0.26,-0.68
2026-06-21 22:21:12.188,991.70,991.40,-0.30,-0.73
2026-06-21 22:21:12.821,991.67,991.40,-0.27,-0.69
2026-06-21 22:21:13.453,991.72,991.39,-0.32,-0.76
2026-06-21 22:21:14.085,991.67,991.39,-0.29,-0.71
2026-06-21 22:21:14.718,991.70,991.39,-0.32,-0.75
2026-06-21 22:21:15.350,991.70,991.38,-0.32,-0.76
2026-06-21 22:21:15.983,991.70,991.38,-0.32,-0.75
2026-06-21 22:21:16.615,991.67,991.38,-0.29,-0.72
2026-06-21 22:21:17.248,991.67,991.39,-0.28,-0.70
2026-06-21 22:21:17.881,991.68,991.38,-0.30,-0.73
2026-06-21 22:21:18.515,991.69,991.38,-0.31,-0.74
2026-06-21 22:21:19.147,991.70,991.38,-0.31,-0.75
2026-06-21 22:21:19.779,991.68,991.38,-0.30,-0.73
2026-06-21 22:21:20.411,991.66,991.38,-0.29,-0.72
2026-06-21 22:21:21.043,991.67,991.38,-0.30,-0.73
2026-06-21 22:21:21.675,991.68,991.37,-0.31,-0.74
2026-06-21 22:21:22.308,991.67,991.37,-0.30,-0.73
2026-06-21 22:21:22.940,991.70,991.37,-0.33,-0.76
2026-06-21 22:21:23.572,991.73,991.36,-0.37,-0.81
2026-06-21 22:21:24.205,991.74,991.37,-0.37,-0.81
2026-06-21 22:21:24.837,991.77,991.37,-0.40,-0.85
2026-06-21 22:21:25.470,991.72,991.37,-0.35,-0.79
2026-06-21 22:21:26.103,991.73,991.36,-0.37,-0.81
2026-06-21 22:21:26.735,991.73,991.37,-0.36,-0.80
2026-06-21 22:21:27.369,991.74,991.37,-0.36,-0.80
2026-06-21 22:21:28.002,991.75,991.38,-0.37,-0.81
2026-06-21 22:21:28.634,991.73,991.37,-0.36,-0.81
2026-06-21 22:21:29.267,991.71,991.36,-0.34,-0.78
2026-06-21 22:21:29.893,991.76,991.36,-0.40,-0.84
2026-06-21 22:21:30.525,991.76,991.37,-0.39,-0.83
2026-06-21 22:21:31.158,991.70,991.38,-0.32,-0.75
2026-06-21 22:21:31.790,991.78,991.36,-0.42,-0.87
2026-06-21 22:21:32.422,991.78,992.63,0.85,1.23
2026-06-21 22:21:33.054,991.73,994.09,2.36,2.05
2026-06-21 22:21:33.686,991.77,995.33,3.56,2.52
2026-06-21 22:21:34.318,991.75,996.19,4.44,2.81
2026-06-21 22:21:34.951,991.76,995.14,3.38,2.46
2026-06-21 22:21:35.585,991.76,993.84,2.08,1.93
2026-06-21 22:21:36.218,991.77,993.10,1.33,1.54
2026-06-21 22:21:36.850,991.74,992.59,0.85,1.23
2026-06-21 22:21:37.482,991.75,992.20,0.45,0.90
2026-06-21 22:21:38.114,991.78,991.93,0.15,0.52
2026-06-21 22:21:38.747,991.77,991.72,-0.05,-0.30
2026-06-21 22:21:39.379,991.75,991.59,-0.17,-0.55
2026-06-21 22:21:40.012,991.78,991.48,-0.30,-0.73
2026-06-21 22:21:40.644,991.75,991.41,-0.34,-0.78
2026-06-21 22:21:41.277,991.77,991.36,-0.41,-0.85
2026-06-21 22:21:41.909,991.77,991.32,-0.45,-0.90
2026-06-21 22:21:42.541,991.79,991.29,-0.50,-0.95
2026-06-21 22:21:43.174,991.78,991.28,-0.50,-0.95
2026-06-21 22:21:43.803,991.77,991.30,-0.47,-0.91
2026-06-21 22:21:44.435,991.76,991.30,-0.46,-0.91
2026-06-21 22:21:45.068,991.78,991.31,-0.47,-0.92
2026-06-21 22:21:45.700,991.77,991.32,-0.45,-0.90
2026-06-21 22:21:46.333,991.79,991.33,-0.46,-0.91
2026-06-21 22:21:46.964,991.78,991.33,-0.45,-0.90
2026-06-21 22:21:47.587,991.77,991.34,-0.43,-0.87
2026-06-21 22:21:48.210,991.75,991.35,-0.40,-0.84
2026-06-21 22:21:48.833,991.71,991.35,-0.36,-0.80
2026-06-21 22:21:49.456,991.74,991.34,-0.40,-0.84
2026-06-21 22:21:50.079,991.76,991.33,-0.43,-0.88
2026-06-21 22:21:50.702,991.74,991.34,-0.39,-0.84
2026-06-21 22:21:51.325,991.69,991.34,-0.35,-0.79
2026-06-21 22:21:51.955,991.75,991.33,-0.42,-0.87
2026-06-21 22:21:52.587,991.67,991.32,-0.36,-0.80
2026-06-21 22:21:53.220,991.68,991.32,-0.36,-0.80
2026-06-21 22:21:53.852,991.72,991.32,-0.40,-0.84
2026-06-21 22:21:54.484,991.69,991.47,-0.22,-0.63
2026-06-21 22:21:55.117,991.68,993.61,1.93,1.86
2026-06-21 22:21:55.749,991.67,997.82,6.15,3.31
2026-06-21 22:21:56.381,991.69,1003.73,12.03,4.64
2026-06-21 22:21:57.015,991.69,1003.75,12.06,4.64
2026-06-21 22:21:57.647,991.72,1000.48,8.76,3.96
2026-06-21 22:21:58.280,991.67,998.15,6.48,3.40
2026-06-21 22:21:58.912,991.73,996.43,4.69,2.90
2026-06-21 22:21:59.544,991.72,995.12,3.40,2.46
2026-06-21 22:22:00.177,991.71,994.08,2.37,2.06
2026-06-21 22:22:00.811,991.70,993.34,1.63,1.71
2026-06-21 22:22:01.443,991.70,992.80,1.10,1.40
2026-06-21 22:22:02.075,991.70,992.40,0.70,1.12
2026-06-21 22:22:02.708,991.72,992.10,0.38,0.83
2026-06-21 22:22:03.340,991.73,991.88,0.15,0.52
2026-06-21 22:22:03.972,991.70,991.69,-0.01,-0.15
2026-06-21 22:22:04.605,991.69,991.55,-0.14,-0.49
2026-06-21 22:22:05.237,991.68,991.45,-0.22,-0.63
2026-06-21 22:22:05.869,991.67,991.39,-0.28,-0.71
2026-06-21 22:22:06.501,991.72,991.35,-0.37,-0.81
2026-06-21 22:22:07.134,991.70,991.16,-0.54,-0.98
2026-06-21 22:22:07.766,991.76,991.12,-0.65,-1.08
2026-06-21 22:22:08.398,991.72,991.04,-0.67,-1.10
2026-06-21 22:22:09.034,991.72,990.99,-0.73,-1.14
2026-06-21 22:22:09.666,991.64,990.94,-0.70,-1.12
2026-06-21 22:22:10.299,991.66,991.04,-0.62,-1.06
2026-06-21 22:22:10.932,991.70,991.11,-0.59,-1.03
2026-06-21 22:22:11.564,991.69,991.17,-0.52,-0.97
2026-06-21 22:22:12.196,991.68,991.21,-0.47,-0.92
2026-06-21 22:22:12.829,991.65,991.24,-0.42,-0.86
2026-06-21 22:22:13.461,991.67,991.27,-0.40,-0.85
2026-06-21 22:22:14.093,991.67,991.29,-0.39,-0.83
2026-06-21 22:22:14.726,991.70,991.31,-0.39,-0.84
2026-06-21 22:22:15.358,991.67,991.32,-0.35,-0.79
2026-06-21 22:22:15.990,991.64,991.33,-0.32,-0.75
2026-06-21 22:22:16.623,991.72,991.33,-0.38,-0.83
2026-06-21 22:22:17.258,991.70,991.33,-0.36,-0.81
2026-06-21 22:22:17.891,991.67,991.34,-0.33,-0.77
2026-06-21 22:22:18.523,991.69,991.35,-0.34,-0.78
2026-06-21 22:22:19.156,991.70,991.34,-0.36,-0.80
2026-06-21 22:22:19.788,991.69,991.35,-0.34,-0.78
2026-06-21 22:22:20.420,991.68,991.35,-0.33,-0.77
2026-06-21 22:22:21.053,991.68,991.36,-0.32,-0.76
