timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est
2026-06-21 22:34:17.312,991.53,991.20,-0.34,-0.77
2026-06-21 22:34:17.936,991.59,991.22,-0.36,-0.80
2026-06-21 22:34:18.559,991.55,991.22,-0.33,-0.76
2026-06-21 22:34:19.182,991.59,991.24,-0.35,-0.78
2026-06-21 22:34:19.805,991.53,991.23,-0.30,-0.73
2026-06-21 22:34:20.428,991.57,991.26,-0.30,-0.73
2026-06-21 22:34:21.051,991.57,991.26,-0.31,-0.74
2026-06-21 22:34:21.680,991.57,991.27,-0.29,-0.72
2026-06-21 22:34:22.313,991.59,991.20,-0.39,-0.83
2026-06-21 22:34:22.945,991.56,991.25,-0.31,-0.74
2026-06-21 22:34:23.578,991.54,991.24,-0.30,-0.73
2026-06-21 22:34:24.210,991.61,991.27,-0.35,-0.79
2026-06-21 22:34:24.842,991.58,991.25,-0.33,-0.76
2026-06-21 22:34:25.476,991.61,991.25,-0.35,-0.79
2026-06-21 22:34:26.108,991.55,991.27,-0.28,-0.70
2026-06-21 22:34:26.741,991.57,991.25,-0.32,-0.75
2026-06-21 22:34:27.374,991.56,991.24,-0.32,-0.75
2026-06-21 22:34:28.006,991.58,991.25,-0.33,-0.76
2026-06-21 22:34:28.638,991.56,991.23,-0.33,-0.76
2026-06-21 22:34:29.270,991.57,991.23,-0.34,-0.78
2026-06-21 22:34:29.902,991.56,991.25,-0.31,-0.74
2026-06-21 22:34:30.534,991.59,991.22,-0.37,-0.81
2026-06-21 22:34:31.166,991.54,991.23,-0.31,-0.75
2026-06-21 22:34:31.798,991.53,991.21,-0.33,-0.76
2026-06-21 22:34:32.430,991.52,991.26,-0.27,-0.69
2026-06-21 22:34:33.063,991.55,991.24,-0.31,-0.74
2026-06-21 22:34:33.695,991.56,991.25,-0.31,-0.74
2026-06-21 22:34:34.330,991.54,991.29,-0.25,-0.67
2026-06-21 22:34:34.962,991.54,991.24,-0.30,-0.74
2026-06-21 22:34:35.595,991.58,991.28,-0.30,-0.73
2026-06-21 22:34:36.227,991.58,991.29,-0.28,-0.71
2026-06-21 22:34:36.860,991.60,991.25,-0.35,-0.79
2026-06-21 22:34:37.491,991.62,991.23,-0.39,-0.84
2026-06-21 22:34:38.123,991.57,991.22,-0.34,-0.78
2026-06-21 22:34:38.757,991.60,991.22,-0.38,-0.83
2026-06-21 22:34:39.389,991.60,991.29,-0.31,-0.74
2026-06-21 22:34:40.015,991.58,991.26,-0.31,-0.75
2026-06-21 22:34:40.647,991.60,991.27,-0.32,-0.76
2026-06-21 22:34:41.279,991.54,991.28,-0.26,-0.68
2026-06-21 22:34:41.912,991.62,991.25,-0.36,-0.81
2026-06-21 22:34:42.546,991.58,991.27,-0.30,-0.74
2026-06-21 22:34:43.178,991.60,991.25,-0.34,-0.78
2026-06-21 22:34:43.810,991.60,991.26,-0.34,-0.78
2026-06-21 22:34:44.441,991.59,991.28,-0.31,-0.75
2026-06-21 22:34:45.073,991.60,991.26,-0.34,-0.78
2026-06-21 22:34:45.705,991.58,991.23,-0.36,-0.80
2026-06-21 22:34:46.336,991.58,991.24,-0.33,-0.77
2026-06-21 22:34:46.966,991.61,991.27,-0.34,-0.78
2026-06-21 22:34:47.597,991.61,991.26,-0.35,-0.79
2026-06-21 22:34:48.229,991.62,991.31,-0.32,-0.75
2026-06-21 22:34:48.862,991.60,991.30,-0.29,-0.73
2026-06-21 22:34:49.493,991.62,991.26,-0.36,-0.80
2026-06-21 22:34:50.125,991.59,991.32,-0.27,-0.70
2026-06-21 22:34:50.759,991.60,991.27,-0.33,-0.77
2026-06-21 22:34:51.391,991.60,991.28,-0.32,-0.76
2026-06-21 22:34:52.024,991.59,991.00,-0.59,-1.03
2026-06-21 22:34:52.655,991.60,991.41,-0.18,-0.58
2026-06-21 22:34:53.288,991.60,990.10,-1.50,-1.64
2026-06-21 22:34:53.920,991.60,991.34,-0.26,-0.68
2026-06-21 22:34:54.553,991.58,991.36,-0.22,-0.63
2026-06-21 22:34:55.186,991.62,991.33,-0.29,-0.73
2026-06-21 22:34:55.819,991.61,991.32,-0.29,-0.72
2026-06-21 22:34:56.451,991.59,991.30,-0.29,-0.72
2026-06-21 22:34:57.084,991.59,991.34,-0.25,-0.67
2026-06-21 22:34:57.716,991.58,991.35,-0.23,-0.64
2026-06-21 22:34:58.348,991.59,991.31,-0.28,-0.71
2026-06-21 22:34:58.982,991.59,991.32,-0.26,-0.69
2026-06-21 22:34:59.614,991.60,991.30,-0.30,-0.74
2026-06-21 22:35:00.247,991.61,991.32,-0.29,-0.72
2026-06-21 22:35:00.873,991.60,991.34,-0.26,-0.68
2026-06-21 22:35:01.504,991.58,991.30,-0.28,-0.71
2026-06-21 22:35:02.137,991.59,991.32,-0.28,-0.71
2026-06-21 22:35:02.761,991.59,991.36,-0.23,-0.65
2026-06-21 22:35:03.394,991.62,991.36,-0.26,-0.68
2026-06-21 22:35:04.026,991.61,991.33,-0.27,-0.70
2026-06-21 22:35:04.654,991.52,991.31,-0.21,-0.61
2026-06-21 22:35:05.286,991.58,991.32,-0.26,-0.68
2026-06-21 22:35:05.919,991.54,991.37,-0.17,-0.56
2026-06-21 22:35:06.553,991.51,991.32,-0.20,-0.59
2026-06-21 22:35:07.187,991.55,991.37,-0.18,-0.58
2026-06-21 22:35:07.822,991.59,991.32,-0.27,-0.69
2026-06-21 22:35:08.454,991.57,991.31,-0.26,-0.69
2026-06-21 22:35:09.077,991.52,991.33,-0.19,-0.58
2026-06-21 22:35:09.700,991.54,991.35,-0.19,-0.59
2026-06-21 22:35:10.322,991.54,991.34,-0.21,-0.61
2026-06-21 22:35:10.946,991.55,991.35,-0.20,-0.60
2026-06-21 22:35:11.568,991.54,991.32,-0.22,-0.62
2026-06-21 22:35:12.192,991.51,991.32,-0.20,-0.60
2026-06-21 22:35:12.815,991.53,991.33,-0.20,-0.60
2026-06-21 22:35:13.437,991.53,991.34,-0.19,-0.59
2026-06-21 22:35:14.058,991.54,991.31,-0.23,-0.64
2026-06-21 22:35:14.683,991.55,991.33,-0.22,-0.63
2026-06-21 22:35:15.306,991.55,991.34,-0.21,-0.61
2026-06-21 22:35:15.931,991.53,991.33,-0.21,-0.61
2026-06-21 22:35:16.553,991.52,991.36,-0.16,-0.54
2026-06-21 22:35:17.177,991.54,991.33,-0.21,-0.61
2026-06-21 22:35:17.800,991.57,991.34,-0.23,-0.64
2026-06-21 22:35:18.423,991.56,991.32,-0.24,-0.65
2026-06-21 22:35:19.046,991.62,991.32,-0.30,-0.73
2026-06-21 22:35:19.676,991.62,991.31,-0.30,-0.74
2026-06-21 22:35:20.308,991.61,991.34,-0.27,-0.70
2026-06-21 22:35:20.940,991.62,991.31,-0.31,-0.74
2026-06-21 22:35:21.573,991.62,991.34,-0.28,-0.71
2026-06-21 22:35:22.207,991.61,991.32,-0.29,-0.72
2026-06-21 22:35:22.840,991.61,991.36,-0.25,-0.67
2026-06-21 22:35:23.472,991.61,991.33,-0.28,-0.71
2026-06-21 22:35:24.107,991.63,991.33,-0.30,-0.74
2026-06-21 22:35:24.739,991.59,991.29,-0.30,-0.73
2026-06-21 22:35:25.372,991.58,991.40,-0.19,-0.58
2026-06-21 22:35:26.004,991.63,991.37,-0.25,-0.68
2026-06-21 22:35:26.638,991.51,991.37,-0.14,-0.51
2026-06-21 22:35:27.270,991.51,991.34,-0.17,-0.55
2026-06-21 22:35:27.903,991.52,991.35,-0.17,-0.55
2026-06-21 22:35:28.535,991.58,991.35,-0.23,-0.64
2026-06-21 22:35:29.168,991.54,991.35,-0.19,-0.58
2026-06-21 22:35:29.800,991.52,991.32,-0.20,-0.60
2026-06-21 22:35:30.432,991.55,991.31,-0.24,-0.65
2026-06-21 22:35:31.064,991.65,991.34,-0.31,-0.75
2026-06-21 22:35:31.697,991.65,991.34,-0.32,-0.76
2026-06-21 22:35:32.330,991.62,991.34,-0.27,-0.70
2026-06-21 22:35:32.965,991.64,991.35,-0.29,-0.72
2026-06-21 22:35:33.598,991.64,991.36,-0.28,-0.71
2026-06-21 22:35:34.230,991.63,991.39,-0.24,-0.66
2026-06-21 22:35:34.863,991.63,991.32,-0.31,-0.75
2026-06-21 22:35:35.494,991.59,991.33,-0.25,-0.67
2026-06-21 22:35:36.127,991.59,991.31,-0.28,-0.71
2026-06-21 22:35:36.759,991.66,991.29,-0.37,-0.82
2026-06-21 22:35:37.392,991.62,991.34,-0.28,-0.71
2026-06-21 22:35:38.025,991.59,991.35,-0.24,-0.65
2026-06-21 22:35:38.657,991.63,991.70,0.07,0.36
