timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est
2026-06-21 21:59:08.890,991.39,990.96,-0.43,nan
2026-06-21 21:59:09.519,991.41,990.96,-0.45,nan
2026-06-21 21:59:10.143,991.45,990.98,-0.47,nan
2026-06-21 21:59:10.766,991.40,990.97,-0.43,nan
2026-06-21 21:59:11.393,991.41,990.98,-0.43,nan
2026-06-21 21:59:12.025,991.41,990.97,-0.44,nan
2026-06-21 21:59:12.658,991.43,990.98,-0.45,nan
2026-06-21 21:59:13.292,991.43,990.99,-0.44,nan
2026-06-21 21:59:13.925,991.41,990.99,-0.43,nan
2026-06-21 21:59:14.557,991.41,990.99,-0.43,nan
2026-06-21 21:59:15.190,991.42,990.98,-0.44,nan
2026-06-21 21:59:15.822,991.42,990.98,-0.44,nan
2026-06-21 21:59:16.455,991.42,990.98,-0.44,nan
2026-06-21 21:59:17.089,991.41,990.98,-0.42,nan
2026-06-21 21:59:17.722,991.42,990.98,-0.45,nan
2026-06-21 21:59:18.354,991.41,990.98,-0.43,nan
2026-06-21 21:59:18.987,991.42,990.98,-0.45,nan
2026-06-21 21:59:19.619,991.40,990.98,-0.42,nan
2026-06-21 21:59:20.251,991.42,990.98,-0.44,nan
2026-06-21 21:59:20.884,991.42,990.98,-0.45,nan
2026-06-21 21:59:21.516,991.43,990.98,-0.45,nan
2026-06-21 21:59:22.149,991.40,990.99,-0.42,nan
2026-06-21 21:59:22.781,991.41,990.98,-0.43,nan
2026-06-21 21:59:23.413,991.41,990.98,-0.43,nan
2026-06-21 21:59:24.045,991.42,990.98,-0.44,nan
2026-06-21 21:59:24.678,991.41,990.98,-0.43,nan
2026-06-21 21:59:25.311,991.42,990.99,-0.44,nan
2026-06-21 21:59:25.945,991.45,990.97,-0.48,nan
2026-06-21 21:59:26.576,991.40,990.97,-0.43,nan
2026-06-21 21:59:27.209,991.41,990.97,-0.44,nan
2026-06-21 21:59:27.842,991.42,990.97,-0.45,nan
2026-06-21 21:59:28.474,991.41,990.99,-0.43,nan
2026-06-21 21:59:29.106,991.40,990.98,-0.42,nan
2026-06-21 21:59:29.739,991.42,990.98,-0.43,nan
2026-06-21 21:59:30.372,991.45,990.98,-0.46,nan
2026-06-21 21:59:30.004,991.39,990.99,-0.40,nan
2026-06-21 21:59:31.636,991.41,990.99,-0.42,nan
2026-06-21 21:59:32.268,991.42,990.99,-0.43,nan
2026-06-21 21:59:32.901,991.40,990.99,-0.41,nan
2026-06-21 21:59:33.532,991.41,990.98,-0.43,nan
2026-06-21 21:59:34.168,991.40,990.98,-0.42,nan
2026-06-21 21:59:34.800,991.44,990.98,-0.45,nan
2026-06-21 21:59:35.432,991.45,990.98,-0.46,nan
2026-06-21 21:59:36.065,991.44,990.99,-0.45,nan
2026-06-21 21:59:36.697,991.43,990.98,-0.45,nan
2026-06-21 21:59:37.330,991.43,990.98,-0.45,nan
2026-06-21 21:59:37.962,991.39,990.98,-0.42,nan
2026-06-21 21:59:38.595,991.42,990.98,-0.44,nan
2026-06-21 21:59:39.227,991.39,990.97,-0.42,nan
2026-06-21 21:59:39.860,991.40,990.97,-0.43,nan
2026-06-21 21:59:40.491,991.43,990.97,-0.46,nan
2026-06-21 21:59:41.124,991.40,990.97,-0.43,nan
2026-06-21 21:59:41.756,991.42,990.97,-0.45,nan
2026-06-21 21:59:42.391,991.42,990.97,-0.45,nan
2026-06-21 21:59:43.024,991.38,990.98,-0.41,nan
2026-06-21 21:59:43.656,991.40,990.98,-0.42,nan
2026-06-21 21:59:44.289,991.40,990.99,-0.41,nan
2026-06-21 21:59:44.921,991.41,990.99,-0.42,nan
2026-06-21 21:59:45.553,991.42,990.99,-0.43,nan
2026-06-21 21:59:46.185,991.41,990.99,-0.42,nan
2026-06-21 21:59:46.818,991.43,990.98,-0.44,nan
2026-06-21 21:59:47.450,991.42,990.98,-0.44,nan
2026-06-21 21:59:48.083,991.43,990.99,-0.44,nan
2026-06-21 21:59:48.715,991.39,990.99,-0.40,nan
2026-06-21 21:59:49.346,991.41,990.99,-0.42,nan
2026-06-21 21:59:49.972,991.40,991.00,-0.41,nan
2026-06-21 21:59:50.605,991.38,991.00,-0.39,nan
2026-06-21 21:59:51.237,991.38,990.99,-0.38,nan
2026-06-21 21:59:51.870,991.41,991.00,-0.41,nan
