timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est
2026-06-21 22:19:30.397,991.68,991.33,-0.35,-0.79
2026-06-21 22:19:31.030,991.65,991.33,-0.32,-0.76
2026-06-21 22:19:31.662,991.69,991.33,-0.36,-0.80
2026-06-21 22:19:32.297,991.66,991.33,-0.33,-0.77
2026-06-21 22:19:32.929,991.68,991.33,-0.35,-0.80
2026-06-21 22:19:33.561,991.66,991.32,-0.35,-0.79
2026-06-21 22:19:34.194,991.68,991.31,-0.36,-0.81
2026-06-21 22:19:34.827,991.70,991.31,-0.38,-0.83
2026-06-21 22:19:35.459,991.67,991.32,-0.35,-0.79
2026-06-21 22:19:36.091,991.70,991.32,-0.38,-0.82
2026-06-21 22:19:36.724,991.73,991.32,-0.41,-0.85
2026-06-21 22:19:37.356,991.68,991.32,-0.36,-0.80
2026-06-21 22:19:37.983,991.70,991.32,-0.38,-0.83
2026-06-21 22:19:38.615,991.69,991.32,-0.38,-0.82
2026-06-21 22:19:39.247,991.68,991.31,-0.37,-0.81
2026-06-21 22:19:39.873,991.65,991.32,-0.34,-0.77
2026-06-21 22:19:40.506,991.65,991.32,-0.33,-0.77
2026-06-21 22:19:41.139,991.69,991.32,-0.37,-0.82
2026-06-21 22:19:41.771,991.70,991.32,-0.38,-0.82
2026-06-21 22:19:42.397,991.68,991.32,-0.36,-0.80
2026-06-21 22:19:43.029,991.66,991.32,-0.34,-0.78
2026-06-21 22:19:43.662,991.72,991.32,-0.40,-0.85
2026-06-21 22:19:44.294,991.70,991.32,-0.38,-0.83
2026-06-21 22:19:44.927,991.67,991.31,-0.36,-0.81
2026-06-21 22:19:45.559,991.70,991.31,-0.38,-0.82
2026-06-21 22:19:46.192,991.69,991.31,-0.38,-0.82
2026-06-21 22:19:46.824,991.66,991.32,-0.35,-0.79
2026-06-21 22:19:47.458,991.61,991.30,-0.30,-0.73
2026-06-21 22:19:48.090,991.64,991.31,-0.33,-0.77
2026-06-21 22:19:48.722,991.65,991.31,-0.34,-0.78
2026-06-21 22:19:49.357,991.65,991.31,-0.35,-0.78
2026-06-21 22:19:49.990,991.62,991.31,-0.32,-0.75
2026-06-21 22:19:50.622,991.69,991.32,-0.38,-0.82
2026-06-21 22:19:51.254,991.68,991.31,-0.37,-0.81
2026-06-21 22:19:51.887,991.72,991.32,-0.40,-0.85
2026-06-21 22:19:52.519,991.68,991.32,-0.36,-0.80
2026-06-21 22:19:53.152,991.70,991.32,-0.37,-0.82
2026-06-21 22:19:53.784,991.69,991.32,-0.37,-0.81
2026-06-21 22:19:54.417,991.71,991.32,-0.39,-0.83
2026-06-21 22:19:55.049,991.70,991.32,-0.38,-0.83
2026-06-21 22:19:55.681,991.69,991.33,-0.36,-0.80
2026-06-21 22:19:56.314,991.70,991.32,-0.38,-0.82
2026-06-21 22:19:56.940,991.71,991.33,-0.38,-0.82
2026-06-21 22:19:57.575,991.70,991.33,-0.36,-0.80
2026-06-21 22:19:58.207,991.70,991.34,-0.37,-0.81
2026-06-21 22:19:58.840,991.70,991.33,-0.36,-0.80
2026-06-21 22:19:59.472,991.72,991.33,-0.39,-0.83
2026-06-21 22:20:00.105,991.66,991.32,-0.34,-0.78
2026-06-21 22:20:00.737,991.66,991.30,-0.35,-0.80
2026-06-21 22:20:01.370,991.71,991.32,-0.39,-0.83
2026-06-21 22:20:01.002,991.68,991.32,-0.36,-0.80
2026-06-21 22:20:02.635,991.70,991.33,-0.37,-0.82
2026-06-21 22:20:03.268,991.71,992.09,0.39,0.83
2026-06-21 22:20:03.901,991.69,992.20,0.51,0.95
2026-06-21 22:20:04.533,991.72,992.13,0.41,0.85
2026-06-21 22:20:05.166,991.71,991.95,0.24,0.66
2026-06-21 22:20:05.801,991.71,991.80,0.09,0.39
2026-06-21 22:20:06.434,991.72,991.71,-0.01,-0.14
2026-06-21 22:20:07.061,991.69,991.63,-0.06,-0.32
2026-06-21 22:20:07.693,991.73,991.55,-0.18,-0.57
2026-06-21 22:20:08.326,991.73,991.11,-0.62,-1.05
2026-06-21 22:20:08.953,991.72,991.14,-0.58,-1.02
2026-06-21 22:20:09.584,991.73,991.19,-0.54,-0.98
2026-06-21 22:20:10.218,991.71,991.22,-0.48,-0.93
2026-06-21 22:20:10.843,991.75,991.25,-0.50,-0.95
2026-06-21 22:20:11.475,991.73,991.28,-0.45,-0.90
2026-06-21 22:20:12.108,991.74,991.30,-0.44,-0.88
2026-06-21 22:20:12.740,991.76,991.31,-0.44,-0.89
2026-06-21 22:20:13.373,991.70,991.33,-0.37,-0.82
2026-06-21 22:20:14.008,991.76,991.34,-0.42,-0.86
2026-06-21 22:20:14.640,991.74,991.34,-0.40,-0.84
2026-06-21 22:20:15.273,991.73,991.33,-0.40,-0.84
2026-06-21 22:20:15.906,991.73,991.34,-0.39,-0.84
2026-06-21 22:20:16.538,991.72,991.34,-0.37,-0.82
2026-06-21 22:20:17.171,991.74,991.34,-0.40,-0.84
2026-06-21 22:20:17.804,991.78,991.35,-0.43,-0.88
2026-06-21 22:20:18.436,991.75,991.35,-0.41,-0.85
2026-06-21 22:20:19.068,991.73,991.65,-0.08,-0.37
2026-06-21 22:20:19.699,991.72,991.54,-0.17,-0.56
2026-06-21 22:20:20.332,991.72,991.51,-0.21,-0.61
2026-06-21 22:20:20.965,991.72,991.48,-0.24,-0.66
2026-06-21 22:20:21.598,991.73,991.47,-0.26,-0.68
2026-06-21 22:20:22.230,991.72,991.45,-0.27,-0.69
2026-06-21 22:20:22.865,991.73,991.44,-0.29,-0.72
2026-06-21 22:20:23.497,991.72,991.43,-0.28,-0.72
2026-06-21 22:20:24.133,991.70,991.44,-0.27,-0.69
2026-06-21 22:20:24.765,991.74,991.43,-0.30,-0.74
2026-06-21 22:20:25.397,991.74,991.42,-0.31,-0.75
2026-06-21 22:20:26.030,991.74,991.42,-0.32,-0.76
2026-06-21 22:20:26.662,991.74,991.43,-0.31,-0.75
2026-06-21 22:20:27.295,991.66,991.43,-0.24,-0.65
2026-06-21 22:20:27.928,991.70,991.42,-0.28,-0.72
2026-06-21 22:20:28.560,991.72,991.42,-0.29,-0.73
2026-06-21 22:20:29.194,991.69,991.43,-0.26,-0.68
2026-06-21 22:20:29.826,991.73,991.42,-0.30,-0.74
2026-06-21 22:20:30.459,991.69,991.42,-0.27,-0.69
2026-06-21 22:20:31.094,991.71,991.41,-0.30,-0.73
2026-06-21 22:20:31.724,991.69,991.39,-0.30,-0.74
2026-06-21 22:20:32.357,991.68,991.36,-0.33,-0.77
2026-06-21 22:20:32.990,991.70,991.46,-0.23,-0.65
2026-06-21 22:20:33.622,991.71,991.45,-0.26,-0.68
2026-06-21 22:20:34.254,991.68,991.44,-0.23,-0.65
2026-06-21 22:20:34.880,991.67,991.50,-0.18,-0.56
2026-06-21 22:20:35.512,991.69,992.04,0.35,0.79
2026-06-21 22:20:36.144,991.69,992.43,0.74,1.16
2026-06-21 22:20:36.776,991.72,992.82,1.10,1.41
2026-06-21 22:20:37.409,991.71,992.62,0.91,1.28
2026-06-21 22:20:38.041,991.68,992.34,0.67,1.10
2026-06-21 22:20:38.673,991.68,992.23,0.55,1.00
2026-06-21 22:20:39.308,991.72,992.17,0.45,0.90
2026-06-21 22:20:39.934,991.71,991.98,0.27,0.70
2026-06-21 22:20:40.567,991.68,991.86,0.18,0.57
2026-06-21 22:20:41.199,991.71,991.78,0.07,0.37
2026-06-21 22:20:41.832,991.67,991.72,0.06,0.32
2026-06-21 22:20:42.464,991.66,991.39,-0.27,-0.70
2026-06-21 22:20:43.097,991.71,991.36,-0.35,-0.79
2026-06-21 22:20:43.730,991.67,991.10,-0.57,-1.01
2026-06-21 22:20:44.362,991.71,991.16,-0.55,-1.00
2026-06-21 22:20:44.994,991.67,991.14,-0.53,-0.98
2026-06-21 22:20:45.626,991.69,991.08,-0.61,-1.05
2026-06-21 22:20:46.259,991.68,991.09,-0.59,-1.03
2026-06-21 22:20:46.893,991.68,991.17,-0.51,-0.96
2026-06-21 22:20:47.517,991.71,991.25,-0.46,-0.91
2026-06-21 22:20:48.142,991.69,991.30,-0.39,-0.84
2026-06-21 22:20:48.765,991.66,991.33,-0.33,-0.77
2026-06-21 22:20:49.388,991.67,991.37,-0.31,-0.75
2026-06-21 22:20:50.012,991.66,991.39,-0.27,-0.70
2026-06-21 22:20:50.634,991.67,991.40,-0.27,-0.70
2026-06-21 22:20:51.258,991.71,991.42,-0.29,-0.73
2026-06-21 22:20:51.881,991.69,991.43,-0.26,-0.68
2026-06-21 22:20:52.513,991.71,991.44,-0.27,-0.70
2026-06-21 22:20:53.146,991.69,991.45,-0.24,-0.66
2026-06-21 22:20:53.778,991.70,991.45,-0.25,-0.67
2026-06-21 22:20:54.410,991.65,991.46,-0.19,-0.59
2026-06-21 22:20:55.042,991.66,991.44,-0.22,-0.62
2026-06-21 22:20:55.674,991.66,991.44,-0.22,-0.63
2026-06-21 22:20:56.309,991.69,991.44,-0.25,-0.66
2026-06-21 22:20:56.935,991.69,991.45,-0.24,-0.66
2026-06-21 22:20:57.567,991.72,991.46,-0.26,-0.69
2026-06-21 22:20:58.198,991.70,991.45,-0.24,-0.66
2026-06-21 22:20:58.831,991.68,991.46,-0.22,-0.63
2026-06-21 22:20:59.463,991.68,991.45,-0.23,-0.65
