timestamp,altitude_m,pressure_hPa,temp_c
2026-06-20 08:10:20.329,234.25,,
2026-06-20 08:10:20.777,233.44,,
2026-06-20 08:10:21.227,233.63,,
2026-06-20 08:10:21.668,233.32,,
2026-06-20 08:10:22.122,233.32,,
2026-06-20 08:10:22.572,233.07,,
2026-06-20 08:10:23.011,233.19,,
2026-06-20 08:10:23.448,233.00,,
2026-06-20 08:10:23.899,233.07,,
2026-06-20 08:10:24.347,233.13,,
2026-06-20 08:10:24.796,233.19,,
2026-06-20 08:10:25.250,232.94,,
2026-06-20 08:10:25.696,233.19,,
2026-06-20 08:10:26.142,233.13,,
2026-06-20 08:10:26.584,233.32,,
2026-06-20 08:10:27.029,232.75,,
2026-06-20 08:10:27.482,233.07,,
2026-06-20 08:10:27.926,233.00,,
2026-06-20 08:10:28.366,233.07,,
2026-06-20 08:10:28.812,232.88,,
2026-06-20 08:10:29.251,232.75,,
2026-06-20 08:10:29.696,232.88,,
2026-06-20 08:10:30.138,232.82,,
2026-06-20 08:10:30.575,232.88,,
2026-06-20 08:10:31.019,232.75,,
2026-06-20 08:10:31.462,232.88,,
2026-06-20 08:10:31.897,232.88,,
2026-06-20 08:10:32.338,233.00,,
2026-06-20 08:10:32.773,232.75,,
2026-06-20 08:10:33.226,232.88,,
2026-06-20 08:10:33.669,233.07,,
2026-06-20 08:10:34.108,233.32,,
2026-06-20 08:10:34.567,233.00,,
2026-06-20 08:10:35.003,232.82,,
2026-06-20 08:10:35.440,232.50,,
2026-06-20 08:10:35.881,232.75,,
2026-06-20 08:10:36.317,232.50,,
2026-06-20 08:10:36.752,232.69,,
2026-06-20 08:10:37.198,232.19,,
2026-06-20 08:10:37.631,232.25,,
2026-06-20 08:10:38.068,232.63,,
2026-06-20 08:10:38.515,232.88,,
2026-06-20 08:10:38.962,232.75,,
2026-06-20 08:10:39.408,232.94,,
2026-06-20 08:10:39.854,233.00,,
2026-06-20 08:10:40.297,233.07,,
2026-06-20 08:10:40.738,233.50,,
2026-06-20 08:10:41.194,233.07,,
2026-06-20 08:10:41.630,233.32,,
2026-06-20 08:10:42.081,233.07,,
2026-06-20 08:10:42.525,232.94,,
2026-06-20 08:10:42.966,232.69,,
2026-06-20 08:10:43.418,232.32,,
2026-06-20 08:10:43.879,232.57,,
2026-06-20 08:10:44.311,232.32,,
2026-06-20 08:10:44.752,232.75,,
2026-06-20 08:10:45.194,232.25,,
2026-06-20 08:10:45.636,232.50,,
2026-06-20 08:10:46.078,232.44,,
2026-06-20 08:10:46.518,232.75,,
2026-06-20 08:10:46.952,232.63,,
2026-06-20 08:10:47.389,232.57,,
2026-06-20 08:10:47.847,233.19,,
2026-06-20 08:10:48.290,233.19,,
2026-06-20 08:10:48.730,233.32,,
2026-06-20 08:10:49.177,233.07,,
2026-06-20 08:10:49.617,233.13,,
2026-06-20 08:10:50.067,233.07,,
2026-06-20 08:10:50.507,233.19,,
2026-06-20 08:10:50.944,233.32,,
2026-06-20 08:10:51.384,233.07,,
2026-06-20 08:10:51.822,233.13,,
2026-06-20 08:10:52.272,233.44,,
2026-06-20 08:10:52.706,233.38,,
2026-06-20 08:10:53.147,233.50,,
2026-06-20 08:10:53.589,233.63,,
2026-06-20 08:10:54.029,233.63,,
2026-06-20 08:10:54.469,233.69,,
2026-06-20 08:10:54.905,233.63,,
2026-06-20 08:10:55.341,233.69,,
2026-06-20 08:10:55.780,233.69,,
2026-06-20 08:10:56.221,233.75,,
2026-06-20 08:10:56.662,233.88,,
2026-06-20 08:10:57.098,233.50,,
2026-06-20 08:10:57.537,233.50,,
2026-06-20 08:10:57.973,233.57,,
2026-06-20 08:10:58.408,233.69,,
2026-06-20 08:10:58.845,233.75,,
2026-06-20 08:10:59.292,233.50,,
