timestamp,altitude_m,pressure_hPa,temp_c
2026-06-20 08:47:23.423,232.44,,
2026-06-20 08:47:23.855,231.44,,
2026-06-20 08:47:24.288,231.32,,
2026-06-20 08:47:24.720,231.32,,
2026-06-20 08:47:25.152,231.19,,
2026-06-20 08:47:25.585,231.44,,
2026-06-20 08:47:26.017,231.82,,
2026-06-20 08:47:26.450,231.13,,
2026-06-20 08:47:26.882,231.69,,
2026-06-20 08:47:27.315,231.38,,
2026-06-20 08:47:27.747,231.69,,
2026-06-20 08:47:28.184,231.82,,
2026-06-20 08:47:28.623,231.63,,
2026-06-20 08:47:29.060,231.69,,
2026-06-20 08:47:29.498,231.69,,
2026-06-20 08:47:29.935,232.00,,
2026-06-20 08:47:30.392,231.82,,
2026-06-20 08:47:30.829,231.69,,
2026-06-20 08:47:31.266,231.69,,
2026-06-20 08:47:31.705,231.69,,
2026-06-20 08:47:32.142,231.50,,
2026-06-20 08:47:32.580,231.82,,
2026-06-20 08:47:33.017,231.57,,
2026-06-20 08:47:33.455,231.82,,
2026-06-20 08:47:33.892,231.57,,
2026-06-20 08:47:34.330,231.75,,
2026-06-20 08:47:34.767,231.75,,
2026-06-20 08:47:35.205,231.63,,
2026-06-20 08:47:35.642,231.82,,
2026-06-20 08:47:36.082,231.75,,
2026-06-20 08:47:36.520,231.94,,
2026-06-20 08:47:36.957,231.82,,
2026-06-20 08:47:37.395,231.75,,
2026-06-20 08:47:37.832,231.69,,
2026-06-20 08:47:38.270,231.94,,
2026-06-20 08:47:38.707,231.82,,
2026-06-20 08:47:39.145,231.75,,
2026-06-20 08:47:39.583,231.75,,
2026-06-20 08:47:40.020,231.75,,
2026-06-20 08:47:40.458,232.07,,
2026-06-20 08:47:40.895,232.07,,
2026-06-20 08:47:41.333,231.82,,
2026-06-20 08:47:41.774,231.19,,
2026-06-20 08:47:42.211,231.50,,
2026-06-20 08:47:42.649,232.07,,
2026-06-20 08:47:43.087,232.13,,
2026-06-20 08:47:43.525,232.69,,
2026-06-20 08:47:43.962,232.63,,
2026-06-20 08:47:44.400,232.75,,
2026-06-20 08:47:44.837,232.88,,
2026-06-20 08:47:45.275,232.50,,
2026-06-20 08:47:45.714,232.50,,
2026-06-20 08:47:46.151,232.75,,
2026-06-20 08:47:46.589,232.57,,
2026-06-20 08:47:47.027,232.75,,
2026-06-20 08:47:47.467,232.63,,
2026-06-20 08:47:47.905,232.69,,
2026-06-20 08:47:48.342,232.69,,
2026-06-20 08:47:48.780,232.25,,
2026-06-20 08:47:49.217,231.19,,
2026-06-20 08:47:49.655,230.69,,
2026-06-20 08:47:50.092,230.69,,
2026-06-20 08:47:50.530,230.25,,
2026-06-20 08:47:50.968,230.25,,
2026-06-20 08:47:51.406,230.19,,
2026-06-20 08:47:51.844,230.19,,
2026-06-20 08:47:52.281,230.63,,
2026-06-20 08:47:52.722,230.25,,
2026-06-20 08:47:53.161,230.38,,
2026-06-20 08:47:53.601,230.75,,
2026-06-20 08:47:54.039,231.07,,
2026-06-20 08:47:54.477,230.82,,
2026-06-20 08:47:54.914,230.82,,
2026-06-20 08:47:55.352,230.94,,
2026-06-20 08:47:55.790,230.69,,
2026-06-20 08:47:56.227,232.07,,
2026-06-20 08:47:56.665,232.25,,
2026-06-20 08:47:57.102,231.94,,
2026-06-20 08:47:57.540,232.19,,
2026-06-20 08:47:57.977,232.50,,
2026-06-20 08:47:58.415,232.13,,
2026-06-20 08:47:58.853,232.07,,
2026-06-20 08:47:59.292,232.88,,
2026-06-20 08:47:59.729,232.50,,
2026-06-20 08:48:00.166,232.44,,
2026-06-20 08:48:00.604,232.19,,
2026-06-20 08:48:01.041,231.94,,
2026-06-20 08:48:01.480,231.82,,
2026-06-20 08:48:01.917,234.57,,
2026-06-20 08:48:02.355,231.19,,
2026-06-20 08:48:02.792,230.94,,
2026-06-20 08:48:03.229,230.88,,
2026-06-20 08:48:03.668,231.19,,
2026-06-20 08:48:04.105,231.19,,
2026-06-20 08:48:04.542,231.07,,
2026-06-20 08:48:04.982,230.94,,
2026-06-20 08:48:05.421,230.75,,
2026-06-20 08:48:05.858,230.50,,
2026-06-20 08:48:06.299,230.75,,
2026-06-20 08:48:06.736,230.94,,
2026-06-20 08:48:07.174,230.94,,
2026-06-20 08:48:07.612,231.19,,
2026-06-20 08:48:08.050,231.32,,
2026-06-20 08:48:08.488,231.44,,
2026-06-20 08:48:08.925,231.19,,
2026-06-20 08:48:09.359,231.19,,
