timestamp,altitude_m,pressure_hPa,temp_c
2026-06-20 08:07:17.489,234.07,,
2026-06-20 08:07:17.928,233.07,,
2026-06-20 08:07:18.367,233.07,,
2026-06-20 08:07:18.806,232.88,,
2026-06-20 08:07:19.244,232.94,,
2026-06-20 08:07:19.681,233.00,,
2026-06-20 08:07:20.119,233.07,,
2026-06-20 08:07:20.557,232.88,,
2026-06-20 08:07:20.995,232.88,,
2026-06-20 08:07:21.432,233.32,,
2026-06-20 08:07:21.870,233.32,,
2026-06-20 08:07:22.307,233.19,,
2026-06-20 08:07:22.746,233.19,,
2026-06-20 08:07:23.184,233.19,,
2026-06-20 08:07:23.622,233.32,,
2026-06-20 08:07:24.63,233.07,,
2026-06-20 08:07:24.500,233.57,,
2026-06-20 08:07:24.938,233.25,,
2026-06-20 08:07:25.375,233.19,,
2026-06-20 08:07:25.816,233.32,,
2026-06-20 08:07:26.256,233.25,,
2026-06-20 08:07:26.697,233.13,,
2026-06-20 08:07:27.136,232.82,,
2026-06-20 08:07:27.574,233.19,,
2026-06-20 08:07:28.12,233.25,,
2026-06-20 08:07:28.450,233.32,,
2026-06-20 08:07:28.892,233.25,,
2026-06-20 08:07:29.330,233.07,,
2026-06-20 08:07:29.765,233.07,,
2026-06-20 08:07:30.204,232.94,,
2026-06-20 08:07:30.641,233.19,,
2026-06-20 08:07:31.79,233.19,,
