timestamp,altitude_m,pressure_hPa,temp_c
2026-05-06 14:01:18,34.19,1017.56,19.69
2026-05-06 14:01:18,34.38,1017.59,19.69
2026-05-06 14:01:18,34.06,1017.59,19.69
2026-05-06 14:01:18,34.31,1017.58,19.69
2026-05-06 14:01:18,34.44,1017.55,19.69
2026-05-06 14:01:18,34.75,1017.55,19.69
2026-05-06 14:01:18,34.69,1017.53,19.69
2026-05-06 14:01:18,34.19,1017.61,19.75
2026-05-06 14:01:18,34.19,1017.56,19.69
2026-05-06 14:01:18,34.50,1017.55,19.69
2026-05-06 14:01:18,34.63,1017.57,19.69
2026-05-06 14:01:18,34.81,1017.52,19.75
2026-05-06 14:01:18,34.81,1017.55,19.75
2026-05-06 14:02:18,34.94,1017.53,19.75
2026-05-06 14:02:18,34.69,1017.52,19.75
2026-05-06 14:02:18,34.63,1017.56,19.75
2026-05-06 14:02:18,34.44,1017.59,19.75
2026-05-06 14:02:18,33.06,1017.70,19.75
2026-05-06 14:02:18,33.88,1017.63,19.75
2026-05-06 14:02:18,33.81,1017.64,19.69
2026-05-06 14:02:18,33.75,1017.67,19.69
2026-05-06 14:02:18,33.94,1017.64,19.69
2026-05-06 14:02:18,33.94,1017.64,19.69
2026-05-06 14:02:18,34.19,1017.60,19.62
2026-05-06 14:02:18,34.69,1017.51,19.62
2026-05-06 14:02:18,34.44,1017.54,19.69
2026-05-06 14:02:18,34.31,1017.56,19.62
2026-05-06 14:02:18,35.19,1017.54,19.62
2026-05-06 14:02:18,34.38,1017.57,19.62
2026-05-06 14:02:18,33.63,1017.66,19.62
2026-05-06 14:02:18,33.75,1017.67,19.62
2026-05-06 14:02:18,34.06,1017.60,19.62
2026-05-06 14:02:18,33.88,1017.65,19.62
2026-05-06 14:02:18,34.50,1017.56,19.62
2026-05-06 14:02:18,34.44,1017.55,19.62
2026-05-06 14:02:18,34.50,1017.57,19.62
2026-05-06 14:02:18,34.38,1017.55,19.62
2026-05-06 14:02:18,34.69,1017.54,19.62
2026-05-06 14:02:18,34.63,1017.57,19.62
