timestamp,altitude_m,pressure_hPa,temp_c
2026-06-20 08:04:20.967,235.38,993.54,25.81
2026-06-20 08:04:22.183,233.82,993.62,25.81
2026-06-20 08:04:23.394,234.00,993.58,25.88
2026-06-20 08:04:24.607,233.82,993.62,25.88
2026-06-20 08:04:25.819,233.63,993.64,25.88
2026-06-20 08:04:27.27,233.75,993.65,25.88
2026-06-20 08:04:28.242,233.75,993.62,25.88
2026-06-20 08:04:29.456,233.75,993.63,25.88
2026-06-20 08:04:30.669,233.50,993.64,25.88
2026-06-20 08:04:31.881,233.75,993.61,25.88
2026-06-20 08:04:33.95,233.82,993.61,25.88
2026-06-20 08:04:34.306,233.94,993.61,25.88
2026-06-20 08:04:35.519,233.75,993.63,25.81
2026-06-20 08:04:36.736,233.19,993.69,25.81
2026-06-20 08:04:37.948,233.07,993.67,25.81
2026-06-20 08:04:39.158,233.32,993.67,25.75
2026-06-20 08:04:40.370,233.75,993.65,25.69
2026-06-20 08:04:41.581,233.75,993.61,25.69
2026-06-20 08:04:42.786,234.32,993.58,25.62
2026-06-20 08:04:43.2,234.19,993.54,25.56
2026-06-20 08:04:45.220,234.38,993.57,25.50
2026-06-20 08:04:46.436,234.57,993.59,25.44
2026-06-20 08:04:47.648,234.13,993.62,25.38
2026-06-20 08:04:48.863,233.88,993.63,25.31
2026-06-20 08:04:50.82,233.44,993.67,25.31
2026-06-20 08:04:51.295,233.32,993.65,25.25
2026-06-20 08:04:52.508,233.94,993.52,25.19
2026-06-20 08:04:53.721,234.32,993.51,25.12
2026-06-20 08:04:54.932,234.32,993.55,25.06
2026-06-20 08:04:56.139,234.57,993.54,25.06
2026-06-20 08:04:57.355,234.38,993.53,25.00
2026-06-20 08:04:58.574,234.25,993.57,24.94
2026-06-20 08:04:59.788,234.13,993.58,24.88
2026-06-20 08:05:00.2,233.94,993.57,24.81
2026-06-20 08:05:02.216,234.19,993.58,24.75
2026-06-20 08:05:03.426,234.32,993.58,24.69
2026-06-20 08:05:04.642,234.32,993.54,24.62
2026-06-20 08:05:05.857,234.69,993.54,24.62
2026-06-20 08:05:07.68,234.69,993.50,24.56
2026-06-20 08:05:08.280,234.75,993.50,24.56
2026-06-20 08:05:09.491,234.19,993.62,24.50
2026-06-20 08:05:10.706,233.38,993.66,24.44
2026-06-20 08:05:11.924,233.50,993.67,24.38
2026-06-20 08:05:13.135,233.07,993.68,24.38
2026-06-20 08:05:14.346,233.32,993.66,24.31
2026-06-20 08:05:15.559,233.50,993.64,24.31
2026-06-20 08:05:16.769,233.63,993.62,24.25
2026-06-20 08:05:17.981,234.07,993.54,24.19
2026-06-20 08:05:19.194,234.44,993.53,24.12
2026-06-20 08:05:20.406,234.63,993.51,24.12
2026-06-20 08:05:21.614,234.75,993.52,24.12
2026-06-20 08:05:22.828,234.69,993.51,24.06
2026-06-20 08:05:24.39,234.57,993.55,24.06
2026-06-20 08:05:25.251,234.07,993.60,24.00
2026-06-20 08:05:26.464,233.63,993.62,23.94
2026-06-20 08:05:27.677,233.75,993.59,23.94
