timestamp,altitude_m,pressure_hPa,temp_c
2026-05-06 13:54:18,-35.06,1017.62,19.81
2026-05-06 13:54:18,-35.31,1017.63,19.81
2026-05-06 13:54:18,-35.25,1017.63,19.81
2026-05-06 13:54:18,-35.13,1017.63,19.88
2026-05-06 13:54:18,-35.44,1017.60,19.88
2026-05-06 13:54:18,-35.06,1017.60,19.94
2026-05-06 13:54:18,-34.81,1017.62,20.06
2026-05-06 13:54:18,-34.94,1017.62,20.19
2026-05-06 13:54:18,-36.75,1017.57,23.69
2026-05-06 13:54:18,-37.00,1017.84,23.00
2026-05-06 13:54:18,-36.88,1017.86,22.81
2026-05-06 13:54:18,-40.19,1018.52,26.19
2026-05-06 13:54:18,-41.38,1018.39,27.06
2026-05-06 13:54:18,-41.88,1018.49,27.56
2026-05-06 13:54:18,-39.38,1021.40,27.56
2026-05-06 13:54:18,-73.25,1019.42,29.88
2026-05-06 13:54:18,-41.69,1018.28,28.69
2026-05-06 13:54:18,-40.13,1018.15,27.69
2026-05-06 13:54:18,-38.31,1017.97,27.19
2026-05-06 13:54:18,-36.88,1017.82,26.69
2026-05-06 13:54:18,-38.06,1017.98,26.12
2026-05-06 13:54:18,-37.69,1017.94,25.75
2026-05-06 13:54:18,-37.75,1017.98,25.38
2026-05-06 13:54:18,-37.63,1017.98,25.12
2026-05-06 13:55:18,-38.38,1018.03,24.81
2026-05-06 13:55:18,-38.13,1017.99,24.56
