timestamp,altitude_m,pressure_hPa,temp_c
2026-06-18 18:10:24,281.88,988.03,29.69
2026-06-18 18:10:24,281.88,988.00,29.75
2026-06-18 18:10:24,282.44,988.05,29.75
2026-06-18 18:10:24,281.88,988.00,29.75
2026-06-18 18:10:24,282.19,988.04,29.69
2026-06-18 18:10:24,282.38,988.00,29.75
2026-06-18 18:10:24,282.19,988.02,29.75
2026-06-18 18:10:24,282.07,988.02,29.69
2026-06-18 18:10:24,281.94,987.98,29.69
2026-06-18 18:10:24,281.82,988.03,29.69
2026-06-18 18:10:24,282.19,988.04,29.69
2026-06-18 18:10:24,281.94,988.03,29.69
2026-06-18 18:10:24,281.88,988.01,29.75
2026-06-18 18:10:24,281.82,987.99,29.81
2026-06-18 18:10:24,282.07,988.00,29.88
2026-06-18 18:10:24,269.25,993.23,31.06
2026-06-18 18:11:24,281.75,988.09,30.50
2026-06-18 18:11:24,282.07,988.05,31.19
2026-06-18 18:11:24,240.50,993.59,31.94
2026-06-18 18:11:24,219.32,995.82,32.38
2026-06-18 18:11:24,201.88,998.05,32.69
2026-06-18 18:11:24,193.07,998.86,32.88
2026-06-18 18:11:24,282.07,988.00,32.88
2026-06-18 18:11:24,281.69,988.07,32.62
2026-06-18 18:11:24,281.94,988.00,32.50
2026-06-18 18:11:24,282.44,987.99,32.44
2026-06-18 18:11:24,282.88,987.98,32.38
2026-06-18 18:11:24,282.44,987.96,32.25
2026-06-18 18:11:24,282.82,987.90,32.19
2026-06-18 18:11:24,282.25,987.98,32.06
2026-06-18 18:11:24,282.94,987.95,32.00
