timestamp,altitude_m,pressure_hPa,temp_c
2026-06-18 11:22:24,256.94,990.92,31.50
2026-06-18 11:22:24,256.88,990.94,31.44
2026-06-18 11:23:24,256.88,990.97,31.38
2026-06-18 11:23:24,257.13,990.96,31.31
2026-06-18 11:23:24,257.00,991.46,31.44
2026-06-18 11:23:24,159.63,1000.64,33.12
2026-06-18 11:23:24,157.88,1001.50,33.69
2026-06-18 11:23:24,155.13,1000.67,34.25
2026-06-18 11:23:24,256.69,991.00,33.94
2026-06-18 11:23:24,257.25,990.97,33.88
2026-06-18 11:23:24,151.25,1004.78,34.88
2026-06-18 11:23:24,143.44,1006.56,35.75
2026-06-18 11:23:24,218.32,990.92,35.88
2026-06-18 11:23:24,256.00,991.08,35.56
2026-06-18 11:23:24,256.25,991.07,35.44
2026-06-18 11:23:24,256.19,991.07,35.38
2026-06-18 11:23:24,256.25,991.07,35.25
2026-06-18 11:23:24,255.82,991.09,35.19
2026-06-18 11:23:24,255.32,991.14,35.06
2026-06-18 11:23:24,254.75,991.24,35.00
2026-06-18 11:23:24,254.50,991.28,34.88
2026-06-18 11:23:24,254.69,991.25,34.75
2026-06-18 11:23:24,254.94,991.22,34.69
