timestamp,altitude_m,pressure_hPa,temp_c
2026-06-18 11:26:24,255.94,991.12,30.19
2026-06-18 11:26:24,256.13,991.08,30.19
2026-06-18 11:26:24,256.00,991.11,30.19
2026-06-18 11:26:24,256.07,991.24,30.25
2026-06-18 11:26:24,172.44,1001.14,32.31
2026-06-18 11:26:24,195.25,1003.63,33.12
2026-06-18 11:26:24,146.56,1004.48,33.75
2026-06-18 11:26:24,136.13,1003.98,34.50
2026-06-18 11:26:24,132.13,1008.10,35.44
2026-06-18 11:26:24,137.69,1008.96,36.06
2026-06-18 11:26:24,175.94,1008.79,36.38
2026-06-18 11:26:24,254.88,991.22,36.19
2026-06-18 11:26:24,254.88,991.26,36.00
2026-06-18 11:26:24,254.75,991.24,35.88
2026-06-18 11:26:24,254.75,991.26,35.75
2026-06-18 11:26:24,254.57,991.24,35.62
2026-06-18 11:27:24,254.94,991.21,35.50
2026-06-18 11:27:24,255.07,991.18,35.38
2026-06-18 11:27:24,255.38,991.15,35.31
2026-06-18 11:27:24,255.38,991.16,35.19
2026-06-18 11:27:24,255.25,991.16,35.06
2026-06-18 11:27:24,255.00,991.23,34.94
2026-06-18 11:27:24,254.44,991.26,34.88
2026-06-18 11:27:24,254.44,991.23,34.75
2026-06-18 11:27:24,254.69,991.27,34.69
2026-06-18 11:27:24,254.94,991.24,34.56
2026-06-18 11:27:24,254.82,991.22,34.50
2026-06-18 11:27:24,255.19,991.15,34.38
2026-06-18 11:27:24,255.38,991.19,34.25
2026-06-18 11:27:24,255.75,991.13,34.19
2026-06-18 11:27:24,256.32,991.04,34.12
2026-06-18 11:27:24,257.00,991.00,34.00
2026-06-18 11:27:24,257.38,990.93,33.94
2026-06-18 11:27:24,257.75,990.88,33.81
2026-06-18 11:27:24,257.57,990.90,33.75
2026-06-18 11:27:24,257.50,990.89,33.69
2026-06-18 11:27:24,257.13,990.93,33.56
2026-06-18 11:27:24,257.38,990.91,33.50
2026-06-18 11:27:24,257.00,990.97,33.44
2026-06-18 11:27:24,256.82,990.97,33.31
2026-06-18 11:27:24,256.38,991.07,33.25
2026-06-18 11:27:24,255.57,991.16,33.19
2026-06-18 11:27:24,255.13,991.18,33.12
2026-06-18 11:27:24,255.07,991.18,33.00
2026-06-18 11:28:24,255.38,991.20,32.94
2026-06-18 11:28:24,255.19,991.20,32.88
2026-06-18 11:28:24,254.94,991.19,32.81
2026-06-18 11:28:24,255.07,991.18,32.75
2026-06-18 11:28:24,255.32,991.19,32.69
2026-06-18 11:28:24,255.38,991.19,32.56
2026-06-18 11:28:24,255.13,991.18,32.56
2026-06-18 11:28:24,255.32,991.18,32.50
2026-06-18 11:28:24,255.69,991.11,32.44
2026-06-18 11:28:24,256.57,991.03,32.38
2026-06-18 11:28:24,257.13,990.99,32.31
2026-06-18 11:28:24,256.82,990.97,32.19
2026-06-18 11:28:24,256.44,991.03,32.12
2026-06-18 11:28:24,256.25,991.01,32.06
2026-06-18 11:28:24,258.00,994.90,32.12
2026-06-18 11:28:24,114.56,1004.39,33.38
2026-06-18 11:28:24,126.88,1011.43,33.88
2026-06-18 11:28:24,78.25,1010.07,34.31
2026-06-18 11:28:24,21.81,1006.25,35.25
2026-06-18 11:28:24,-5.50,1018.70,35.75
2026-06-18 11:28:24,33.44,1021.07,36.06
2026-06-18 11:28:24,37.69,1013.24,36.38
2026-06-18 11:28:24,255.38,991.15,35.31
2026-06-18 11:28:24,255.07,991.21,34.94
2026-06-18 11:28:24,254.63,991.24,34.75
2026-06-18 11:28:24,255.32,991.20,34.56
2026-06-18 11:28:24,256.00,991.11,34.44
2026-06-18 11:29:24,256.00,991.10,34.31
2026-06-18 11:29:24,256.25,991.05,34.19
2026-06-18 11:29:24,256.19,991.02,34.06
2026-06-18 11:29:24,256.88,990.96,33.94
2026-06-18 11:29:24,257.75,990.89,33.81
2026-06-18 11:29:24,258.38,990.82,33.69
2026-06-18 11:29:24,258.00,990.85,33.56
2026-06-18 11:29:24,258.25,990.82,33.44
2026-06-18 11:29:24,257.75,990.88,33.31
2026-06-18 11:29:24,256.69,990.96,33.25
2026-06-18 11:29:24,256.00,991.09,33.12
2026-06-18 11:29:24,255.69,991.12,33.00
2026-06-18 11:29:24,255.88,991.12,32.88
2026-06-18 11:29:24,255.88,991.09,32.75
2026-06-18 11:29:24,256.38,991.04,32.69
2026-06-18 11:29:24,256.44,991.07,32.56
2026-06-18 11:29:24,256.38,991.00,32.50
2026-06-18 11:29:24,256.94,991.00,32.38
2026-06-18 11:29:24,257.13,990.96,32.31
2026-06-18 11:29:24,257.38,990.92,32.25
