timestamp,altitude_m,pressure_hPa,temp_c
2026-06-18 11:18:24,259.32,990.71,28.62
2026-06-18 11:18:24,259.00,990.75,28.69
2026-06-18 11:18:24,259.07,990.74,28.69
2026-06-18 11:18:24,259.13,990.70,28.69
2026-06-18 11:18:24,259.07,990.70,28.69
2026-06-18 11:18:24,258.69,990.82,28.75
2026-06-18 11:18:24,258.88,990.72,28.81
2026-06-18 11:18:24,259.13,990.75,28.81
2026-06-18 11:18:24,258.88,990.75,28.81
2026-06-18 11:18:24,258.82,990.74,28.81
2026-06-18 11:18:24,258.63,990.70,28.81
2026-06-18 11:18:24,258.75,990.72,28.81
2026-06-18 11:18:24,259.00,990.74,28.81
2026-06-18 11:18:24,258.50,990.73,28.81
2026-06-18 11:18:24,258.69,990.76,28.81
2026-06-18 11:18:24,258.88,990.75,28.75
2026-06-18 11:18:24,258.75,990.76,28.75
2026-06-18 11:18:24,258.69,990.76,28.75
2026-06-18 11:19:24,258.50,990.79,28.75
2026-06-18 11:19:24,258.82,990.77,28.75
2026-06-18 11:19:24,258.88,990.79,28.75
2026-06-18 11:19:24,258.82,990.78,28.75
2026-06-18 11:19:24,258.63,990.78,28.75
2026-06-18 11:19:24,258.57,990.78,28.75
2026-06-18 11:19:24,258.38,990.82,28.75
2026-06-18 11:19:24,258.19,990.81,28.75
2026-06-18 11:19:24,258.57,990.80,28.75
2026-06-18 11:19:24,258.25,990.82,28.75
2026-06-18 11:19:24,258.57,990.80,28.75
2026-06-18 11:19:24,258.13,990.83,28.75
2026-06-18 11:19:24,258.13,990.81,28.75
2026-06-18 11:19:24,258.44,990.80,28.75
2026-06-18 11:19:24,258.32,990.79,28.75
2026-06-18 11:19:24,258.57,990.76,28.75
2026-06-18 11:19:24,258.69,990.72,28.81
2026-06-18 11:19:24,162.69,1003.83,31.44
2026-06-18 11:19:24,187.94,1004.82,32.69
2026-06-18 11:19:24,140.81,1004.49,33.44
2026-06-18 11:19:24,174.94,998.95,33.94
2026-06-18 11:19:24,204.63,1001.82,34.38
2026-06-18 11:19:24,170.69,1000.30,34.69
2026-06-18 11:19:24,179.44,998.17,34.94
2026-06-18 11:19:24,172.88,998.04,35.00
2026-06-18 11:19:24,202.88,998.21,35.31
2026-06-18 11:19:24,255.69,991.10,34.88
2026-06-18 11:19:24,257.19,990.95,34.25
2026-06-18 11:20:24,257.88,990.91,34.00
2026-06-18 11:20:24,258.44,990.83,33.81
2026-06-18 11:20:24,258.63,990.79,33.62
2026-06-18 11:20:24,257.88,990.87,33.50
2026-06-18 11:20:24,257.75,990.82,33.38
2026-06-18 11:20:24,257.07,990.96,33.19
2026-06-18 11:20:24,256.25,991.04,33.06
2026-06-18 11:20:24,256.19,991.03,32.94
