timestamp,altitude_m,pressure_hPa,temp_c
2026-06-18 11:15:24,258.69,990.76,28.12
2026-06-18 11:15:24,258.44,990.81,28.12
2026-06-18 11:15:24,258.50,990.82,28.19
2026-06-18 11:15:24,258.75,990.76,28.19
2026-06-18 11:15:24,258.63,990.75,28.19
2026-06-18 11:15:24,259.00,990.80,28.19
2026-06-18 11:15:24,258.57,990.78,28.19
2026-06-18 11:15:24,258.57,990.75,28.19
2026-06-18 11:15:24,258.57,990.77,28.25
2026-06-18 11:15:24,258.38,990.81,28.19
2026-06-18 11:15:24,258.50,990.79,28.25
2026-06-18 11:15:24,258.82,990.76,28.25
2026-06-18 11:15:24,258.63,990.77,28.25
2026-06-18 11:15:24,258.94,990.73,28.25
2026-06-18 11:15:24,259.00,990.74,28.25
2026-06-18 11:15:24,258.88,990.71,28.25
2026-06-18 11:15:24,258.82,990.69,28.31
2026-06-18 11:15:24,259.19,990.69,28.31
2026-06-18 11:15:24,259.63,990.64,28.31
2026-06-18 11:15:24,259.50,990.62,28.31
2026-06-18 11:15:24,259.44,990.64,28.31
2026-06-18 11:15:24,259.57,990.65,28.31
2026-06-18 11:16:24,259.75,990.63,28.31
2026-06-18 11:16:24,259.69,990.62,28.38
2026-06-18 11:16:24,259.82,990.64,28.38
2026-06-18 11:16:24,259.75,990.63,28.38
2026-06-18 11:16:24,259.82,990.62,28.38
2026-06-18 11:16:24,259.63,990.62,28.38
2026-06-18 11:16:24,259.57,990.62,28.38
2026-06-18 11:16:24,259.50,990.67,28.38
2026-06-18 11:16:24,259.63,990.66,28.38
2026-06-18 11:16:24,259.57,990.65,28.38
2026-06-18 11:16:24,259.75,990.62,28.38
2026-06-18 11:16:24,259.50,990.67,28.38
2026-06-18 11:16:24,259.44,990.66,28.38
2026-06-18 11:16:24,259.25,990.68,28.38
2026-06-18 11:16:24,259.00,990.70,28.38
2026-06-18 11:16:24,259.13,990.72,28.38
2026-06-18 11:16:24,259.19,990.68,28.38
2026-06-18 11:16:24,259.13,990.71,28.38
2026-06-18 11:16:24,259.32,990.71,28.44
2026-06-18 11:16:24,258.94,990.70,28.38
2026-06-18 11:16:24,259.38,990.75,28.38
2026-06-18 11:16:24,258.82,990.72,28.38
2026-06-18 11:16:24,258.94,990.73,28.38
2026-06-18 11:16:24,258.69,990.75,28.38
2026-06-18 11:16:24,258.75,990.72,28.38
2026-06-18 11:16:24,258.94,990.70,28.38
2026-06-18 11:16:24,258.75,990.71,28.38
2026-06-18 11:16:24,259.13,990.72,28.38
2026-06-18 11:17:24,259.38,990.71,28.38
2026-06-18 11:17:24,259.00,990.68,28.38
2026-06-18 11:17:24,259.13,990.74,28.38
2026-06-18 11:17:24,259.00,990.68,28.38
2026-06-18 11:17:24,259.25,990.72,28.38
2026-06-18 11:17:24,258.88,990.73,28.31
2026-06-18 11:17:24,258.82,990.74,28.38
2026-06-18 11:17:24,259.25,990.70,28.31
2026-06-18 11:17:24,258.94,990.70,28.31
2026-06-18 11:17:24,259.07,990.73,28.31
2026-06-18 11:17:24,259.25,990.75,28.31
2026-06-18 11:17:24,258.69,990.74,28.31
2026-06-18 11:17:24,258.57,990.72,28.31
2026-06-18 11:17:24,259.00,990.71,28.31
2026-06-18 11:17:24,259.00,990.70,28.31
2026-06-18 11:17:24,259.00,990.73,28.31
2026-06-18 11:17:24,258.94,990.74,28.31
2026-06-18 11:17:24,258.82,990.75,28.31
2026-06-18 11:17:24,258.69,990.74,28.31
2026-06-18 11:17:24,258.69,990.76,28.31
2026-06-18 11:17:24,258.88,990.73,28.38
2026-06-18 11:17:24,258.82,990.77,28.31
2026-06-18 11:17:24,258.69,990.76,28.31
2026-06-18 11:17:24,258.50,990.75,28.38
2026-06-18 11:17:24,258.32,990.77,28.38
2026-06-18 11:17:24,258.32,990.76,28.38
2026-06-18 11:17:24,259.00,990.70,28.38
2026-06-18 11:17:24,259.69,990.66,28.38
2026-06-18 11:18:24,259.57,990.66,28.44
2026-06-18 11:18:24,259.25,990.75,28.44
2026-06-18 11:18:24,259.07,990.70,28.50
2026-06-18 11:18:24,259.25,990.71,28.50
