timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,power
2026-06-25 16:57:45.693,994.56,993.82,-74.28,-11.44,0.00,0.13,0.48,9.33,-0.00,-0.00,0.00,0.00
2026-06-25 16:57:46.084,994.63,993.82,-80.51,-11.91,0.00,0.18,0.47,9.32,0.00,0.00,0.00,0.00
2026-06-25 16:57:46.658,994.60,993.87,-73.07,-11.34,0.00,0.17,0.45,9.31,-0.00,0.00,0.00,0.00
2026-06-25 16:57:47.237,994.62,993.88,-73.22,-11.36,0.00,0.14,0.46,9.32,0.00,-0.00,0.00,0.00
2026-06-25 16:57:47.818,994.64,993.85,-78.28,-11.74,0.00,0.14,0.45,9.32,0.00,0.00,0.00,0.00
2026-06-25 16:57:48.396,994.61,993.84,-76.57,-11.61,0.00,0.14,0.46,9.36,0.00,-0.00,0.00,0.00
2026-06-25 16:57:48.970,994.60,993.82,-77.93,-11.72,0.00,0.15,0.47,9.32,0.00,-0.00,0.00,0.00
2026-06-25 16:57:49.543,994.64,993.80,-83.67,-12.14,0.00,0.15,0.47,9.34,0.00,0.00,0.00,0.00
2026-06-25 16:57:50.126,994.61,993.84,-77.20,-11.66,0.00,0.17,0.47,9.32,0.00,-0.00,0.00,0.00
2026-06-25 16:57:50.705,994.63,993.83,-79.90,-11.86,0.00,0.15,0.46,9.34,-0.00,-0.00,0.00,0.00
2026-06-25 16:57:51.475,994.61,993.88,-73.07,-11.36,0.00,0.16,0.45,9.31,0.00,0.00,0.00,0.00
2026-06-25 16:57:51.856,994.63,993.86,-77.25,-11.68,0.00,0.16,0.47,9.34,0.00,0.00,-0.00,0.00
2026-06-25 16:57:52.438,994.61,993.84,-76.89,-11.65,0.00,0.16,0.48,9.35,-0.00,0.00,-0.00,0.00
2026-06-25 16:57:53.009,994.64,993.85,-78.94,-11.80,0.00,0.14,0.47,9.32,0.00,0.00,0.00,0.00
2026-06-25 16:57:53.588,994.60,993.87,-73.50,-11.39,0.00,0.16,0.44,9.34,0.00,0.00,0.00,0.00
2026-06-25 16:57:54.167,994.56,993.85,-71.21,-11.21,0.00,0.16,0.46,9.33,-0.00,0.00,0.00,0.00
2026-06-25 16:57:54.742,994.64,993.86,-78.25,-11.75,0.00,0.16,0.47,9.35,0.00,0.00,0.00,0.00
2026-06-25 16:57:55.314,994.62,993.84,-77.81,-11.72,0.00,0.15,0.47,9.32,0.00,0.00,-0.00,0.00
2026-06-25 16:57:55.886,994.60,993.87,-72.32,-11.30,0.00,0.15,0.48,9.32,0.00,-0.00,0.00,0.00
2026-06-25 16:57:56.456,994.62,993.83,-78.23,-11.75,0.00,0.14,0.47,9.33,0.00,0.00,0.00,0.00
2026-06-25 16:57:57.221,994.63,993.85,-78.70,-11.79,0.00,0.15,0.46,9.33,0.00,-0.00,0.00,0.00
2026-06-25 16:57:57.608,994.61,993.83,-78.04,-11.74,0.00,0.15,0.48,9.35,0.00,-0.00,0.00,0.00
2026-06-25 16:57:58.182,994.61,993.87,-73.96,-11.43,0.00,0.15,0.45,9.30,0.00,-0.00,0.00,0.00
2026-06-25 16:57:58.757,994.60,993.85,-74.04,-11.43,0.00,0.14,0.46,9.32,0.00,0.00,0.00,0.00
