timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2026-06-23 20:02:10.335,0.00,991.43,99142.65,nan,0.00,0.67,0.38,9.29,0.00,-0.00,-0.00
2026-06-23 20:02:10.339,0.00,991.43,99142.65,nan,0.00,0.67,0.38,9.29,0.00,-0.00,-0.00
2026-06-23 20:02:10.342,0.00,991.43,99142.65,nan,0.00,0.67,0.38,9.29,0.00,-0.00,0.00
2026-06-23 20:02:10.344,0.00,991.43,99142.65,nan,0.00,0.66,0.37,9.28,0.00,-0.00,0.00
2026-06-23 20:02:10.346,0.00,991.43,99142.65,nan,0.00,0.66,0.37,9.28,0.00,-0.00,0.00
2026-06-23 20:02:10.349,0.00,991.43,99142.65,nan,0.00,0.66,0.37,9.28,0.00,-0.00,0.00
2026-06-23 20:02:10.353,0.00,991.43,99142.65,nan,0.00,0.66,0.37,9.28,0.00,-0.00,0.00
2026-06-23 20:02:10.355,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.31,0.00,-0.00,0.00
2026-06-23 20:02:10.358,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.31,0.00,-0.00,0.00
2026-06-23 20:02:10.362,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.31,0.00,0.00,-0.00
2026-06-23 20:02:10.371,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.30,0.00,0.00,-0.00
2026-06-23 20:02:10.373,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.30,-0.00,0.00,0.00
2026-06-23 20:02:10.375,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.30,-0.00,0.00,0.00
2026-06-23 20:02:10.378,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.30,-0.00,0.00,0.00
2026-06-23 20:02:10.382,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.30,-0.00,0.00,0.00
2026-06-23 20:02:10.384,0.00,991.43,99142.65,nan,0.00,0.65,0.38,9.29,-0.00,0.00,0.00
2026-06-23 20:02:10.386,0.00,991.43,99142.65,nan,0.00,0.65,0.38,9.29,-0.00,0.00,0.00
2026-06-23 20:02:10.390,0.00,991.43,99142.65,nan,0.00,0.65,0.38,9.29,-0.00,0.00,0.00
2026-06-23 20:02:10.393,0.00,991.43,99142.65,nan,0.00,0.66,0.37,9.28,0.00,0.00,-0.00
2026-06-23 20:02:10.394,0.00,991.43,99142.65,nan,0.00,0.66,0.37,9.28,0.00,0.00,-0.00
2026-06-23 20:02:10.396,0.00,991.43,99142.65,nan,0.00,0.66,0.37,9.28,0.00,0.00,-0.00
2026-06-23 20:02:10.402,0.00,991.43,99142.65,nan,0.00,0.66,0.37,9.28,0.00,0.00,-0.00
2026-06-23 20:02:10.404,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.29,0.00,-0.00,0.00
2026-06-23 20:02:10.405,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.29,0.00,-0.00,0.00
2026-06-23 20:02:10.407,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.29,0.00,-0.00,0.00
2026-06-23 20:02:10.411,0.00,991.43,99142.65,nan,0.00,0.66,0.38,9.29,0.00,-0.00,0.00
2026-06-23 20:02:10.413,0.00,991.43,99142.65,nan,0.00,0.65,0.39,9.30,0.00,0.00,-0.00
2026-06-23 20:02:10.414,0.00,991.43,99142.65,nan,0.00,0.65,0.39,9.30,0.00,0.00,-0.00
2026-06-23 20:02:10.416,0.00,991.43,99142.65,nan,0.00,0.65,0.39,9.30,0.00,0.00,-0.00
2026-06-23 20:02:10.422,0.00,991.43,99142.65,nan,0.00,0.65,0.39,9.30,0.00,0.00,-0.00
2026-06-23 20:02:10.424,0.00,991.43,99142.65,nan,0.00,0.65,0.38,9.29,-0.00,0.00,0.00
2026-06-23 20:02:10.425,0.00,991.43,99142.65,nan,0.00,0.65,0.38,9.29,-0.00,0.00,0.00
2026-06-23 20:02:10.428,0.00,991.43,99142.65,nan,0.00,0.65,0.38,9.29,-0.00,0.00,0.00
2026-06-23 20:02:10.432,0.00,991.43,99142.65,nan,0.00,0.65,0.38,9.29,0.00,0.00,0.00
2026-06-23 20:02:10.624,0.00,991.44,99144.13,nan,0.00,0.68,0.39,9.28,-0.00,0.00,0.00
2026-06-23 20:02:10.625,0.00,991.44,99144.13,nan,0.00,0.68,0.39,9.28,-0.00,0.00,0.00
2026-06-23 20:02:10.626,0.00,991.44,99144.13,nan,0.00,0.68,0.39,9.28,-0.00,0.00,0.00
2026-06-23 20:02:10.629,0.00,991.44,99144.13,nan,0.00,0.68,0.39,9.28,-0.00,0.00,0.00
2026-06-23 20:02:10.633,0.00,991.44,99144.13,nan,0.00,0.68,0.39,9.28,-0.00,-0.00,0.00
2026-06-23 20:02:10.634,0.00,991.44,99144.13,nan,0.00,0.66,0.38,9.29,-0.00,-0.00,0.00
2026-06-23 20:02:10.636,0.00,991.44,99144.13,nan,0.00,0.66,0.38,9.29,-0.00,-0.00,0.00
