timestamp,pressure_bag,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,power
2026-06-26 19:00:20.049,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.86,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.050,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.86,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.051,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.86,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.053,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.86,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.057,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.86,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.059,994.17,994.12,-4.88,-2.93,0.00,2.86,0.05,8.85,0.00,0.00,-0.00,0.00
2026-06-26 19:00:20.060,994.17,994.12,-4.88,-2.93,0.00,2.86,0.05,8.85,0.00,0.00,-0.00,0.00
2026-06-26 19:00:20.061,994.17,994.12,-4.88,-2.93,0.00,2.86,0.05,8.85,0.00,0.00,-0.00,0.00
2026-06-26 19:00:20.062,994.17,994.12,-4.88,-2.93,0.00,2.86,0.05,8.85,0.00,0.00,-0.00,0.00
2026-06-26 19:00:20.067,994.17,994.12,-4.88,-2.93,0.00,2.86,0.05,8.85,0.00,0.00,-0.00,0.00
2026-06-26 19:00:20.069,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.84,0.00,0.00,0.00,0.00
2026-06-26 19:00:20.070,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.84,0.00,0.00,0.00,0.00
2026-06-26 19:00:20.071,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.84,0.00,0.00,0.00,0.00
2026-06-26 19:00:20.073,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.84,0.00,0.00,0.00,0.00
2026-06-26 19:00:20.077,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.84,0.00,0.00,0.00,0.00
2026-06-26 19:00:20.080,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.87,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.082,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.87,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.083,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.87,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.087,994.17,994.12,-4.88,-2.93,0.00,2.86,0.02,8.87,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.089,994.17,994.12,-4.88,-2.93,0.00,2.85,0.03,8.87,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.091,994.17,994.12,-4.88,-2.93,0.00,2.85,0.03,8.87,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.098,994.17,994.12,-4.88,-2.93,0.00,2.85,0.03,8.87,-0.00,0.00,0.00,0.00
2026-06-26 19:00:20.101,994.17,994.12,-4.88,-2.93,0.00,2.85,0.01,8.89,0.00,0.00,0.00,0.00
2026-06-26 19:00:20.104,994.17,994.12,-4.88,-2.93,0.00,2.85,0.01,8.89,0.00,0.00,0.00,0.00
2026-06-26 19:00:20.149,994.17,994.12,-5.06,-2.98,0.00,2.86,0.04,8.85,-0.00,-0.00,0.00,0.00
2026-06-26 19:00:20.192,994.17,994.12,-4.91,-2.93,0.00,2.87,0.01,8.87,-0.00,-0.00,0.00,0.00
2026-06-26 19:00:20.198,994.17,994.12,-4.91,-2.93,0.00,2.87,0.01,8.87,-0.00,-0.00,0.00,0.00
2026-06-26 19:00:20.200,994.17,994.12,-4.91,-2.93,0.00,2.86,0.04,8.88,-0.00,-0.00,0.00,0.00
2026-06-26 19:00:20.201,994.17,994.12,-4.91,-2.93,0.00,2.86,0.04,8.88,-0.00,-0.00,0.00,0.00
