timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2026-06-23 17:13:29.386,990.31,989.21,-109.67,-13.92,0.00,2.80,0.08,8.85,0.00,0.00,-0.00
2026-06-23 17:13:30.269,990.34,989.25,-108.64,-13.87,0.00,2.93,0.10,9.34,-0.00,0.00,0.00
2026-06-23 17:13:31.143,990.34,989.25,-108.90,-13.89,0.00,2.92,0.09,9.33,0.00,-0.00,-0.00
2026-06-23 17:13:32.024,990.36,989.27,-108.98,-13.90,0.00,2.93,0.08,9.33,0.00,0.00,0.00
2026-06-23 17:13:32.906,990.35,989.26,-108.90,-13.89,0.00,2.92,0.10,9.30,0.00,-0.00,0.00
2026-06-23 17:13:33.788,990.33,989.26,-106.54,-13.74,0.00,2.94,0.07,9.32,0.00,0.00,0.00
2026-06-23 17:13:34.660,990.36,989.31,-105.66,-13.69,0.00,2.93,0.05,9.31,0.00,0.00,-0.00
2026-06-23 17:13:35.536,990.36,989.29,-106.19,-13.72,0.00,2.91,0.07,9.33,-0.00,0.00,0.00
2026-06-23 17:13:36.416,990.38,989.32,-106.01,-13.71,0.00,2.79,0.00,9.30,-0.00,-0.01,0.00
2026-06-23 17:13:37.297,990.35,989.32,-103.26,-13.53,0.00,2.92,0.07,9.30,-0.00,0.00,-0.00
2026-06-23 17:13:38.175,990.36,989.27,-108.93,-13.90,0.00,2.95,0.09,9.30,-0.00,0.00,0.00
2026-06-23 17:13:39.059,990.37,989.27,-109.34,-13.93,0.00,2.92,0.09,9.30,0.00,0.00,-0.00
2026-06-23 17:13:39.940,990.36,989.27,-108.09,-13.85,0.00,2.93,0.09,9.31,0.00,-0.00,0.00
2026-06-23 17:13:40.822,990.35,989.27,-107.40,-13.80,0.00,2.95,0.10,9.31,0.00,-0.00,0.00
2026-06-23 17:13:41.696,990.36,989.31,-104.90,-13.64,0.00,2.94,0.10,9.31,0.00,0.00,-0.00
2026-06-23 17:13:42.577,990.36,989.28,-108.33,-13.86,0.00,2.91,0.09,9.32,0.00,0.00,0.00
2026-06-23 17:13:43.458,990.32,989.30,-102.32,-13.47,0.00,2.93,0.07,9.29,-0.00,0.00,0.00
2026-06-23 17:13:44.339,990.36,989.28,-108.19,-13.85,0.00,3.01,0.12,9.26,0.00,0.02,0.01
2026-06-23 17:13:45.221,990.33,989.28,-104.50,-13.62,0.00,2.98,0.08,9.30,0.00,0.01,-0.00
2026-06-23 17:13:46.103,990.35,989.29,-105.17,-13.66,0.00,2.95,-0.02,9.30,0.00,0.00,-0.00
2026-06-23 17:13:46.986,990.33,989.25,-108.75,-13.89,0.00,2.19,0.22,9.21,-0.00,0.00,-0.01
2026-06-23 17:13:47.867,990.32,989.24,-107.57,-13.82,0.00,3.00,0.07,9.32,-0.00,-0.01,-0.00
2026-06-23 17:13:48.741,990.34,989.25,-109.20,-13.92,0.00,2.97,0.05,9.31,-0.01,-0.01,-0.03
2026-06-23 17:13:49.622,990.35,989.28,-107.53,-13.81,0.00,2.95,0.13,9.29,-0.00,-0.00,-0.01
2026-06-23 17:13:50.503,990.35,989.29,-105.96,-13.71,0.00,2.82,0.13,9.29,-0.01,-0.02,-0.02
2026-06-23 17:13:51.385,990.36,989.29,-106.96,-13.78,0.00,2.99,0.10,9.30,-0.00,0.00,0.00
2026-06-23 17:13:52.266,990.30,989.21,-108.91,-13.90,0.00,2.94,0.09,9.30,0.00,0.00,-0.00
2026-06-23 17:13:53.149,990.31,989.28,-102.76,-13.50,0.00,2.95,0.11,9.30,0.00,-0.00,-0.00
