timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2026-06-23 19:54:30.871,992.06,991.33,-72.76,-11.30,0.00,0.67,0.38,9.31,0.00,-0.00,0.00
2026-06-23 19:54:31.263,992.12,991.36,-76.11,-11.56,0.00,0.66,0.39,9.32,-0.00,-0.00,-0.00
2026-06-23 19:54:31.845,992.13,991.36,-77.41,-11.66,0.00,0.66,0.40,9.29,-0.00,0.00,0.00
2026-06-23 19:54:32.426,992.14,991.37,-78.00,-11.70,0.00,0.66,0.38,9.29,0.00,0.00,-0.00
2026-06-23 19:54:32.998,992.14,991.39,-75.20,-11.49,0.00,0.67,0.39,9.31,0.00,-0.00,0.00
2026-06-23 19:54:33.577,992.14,991.43,-71.22,-11.18,0.00,0.66,0.39,9.29,-0.00,0.00,0.00
2026-06-23 19:54:34.151,992.12,991.43,-68.85,-10.99,0.00,0.67,0.38,9.31,0.00,0.00,0.00
2026-06-23 19:54:34.731,992.11,991.39,-71.88,-11.23,0.00,0.66,0.38,9.32,0.00,0.00,0.00
2026-06-23 19:54:35.313,992.13,991.40,-73.24,-11.34,0.00,0.65,0.37,9.31,0.00,0.00,-0.00
2026-06-23 19:54:35.904,992.11,991.39,-72.07,-11.25,0.00,0.66,0.39,9.29,0.00,-0.00,0.00
2026-06-23 19:54:36.666,992.13,991.38,-75.61,-11.53,0.00,0.67,0.40,9.32,-0.00,0.00,0.00
2026-06-23 19:54:37.060,992.11,991.41,-70.46,-11.13,0.00,0.66,0.38,9.31,0.00,-0.00,0.00
2026-06-23 19:54:37.643,992.14,991.40,-74.56,-11.45,0.00,0.66,0.39,9.28,0.00,0.00,0.00
2026-06-23 19:54:38.222,992.13,991.38,-75.04,-11.49,0.00,0.66,0.38,9.30,0.00,-0.00,0.00
2026-06-23 19:54:38.800,992.11,991.40,-71.22,-11.19,0.00,0.67,0.39,9.29,-0.00,0.00,0.00
2026-06-23 19:54:39.379,992.17,991.37,-79.73,-11.84,0.00,0.66,0.39,9.30,0.00,0.00,-0.00
2026-06-23 19:54:39.953,992.11,991.38,-72.70,-11.31,0.00,0.65,0.39,9.30,0.00,-0.00,-0.00
2026-06-23 19:54:40.547,992.12,991.38,-74.56,-11.45,0.00,0.66,0.38,9.28,0.00,0.00,-0.00
2026-06-23 19:54:41.127,992.11,991.38,-73.11,-11.34,0.00,0.65,0.35,9.30,0.00,0.00,0.00
2026-06-23 19:54:41.716,992.14,991.38,-75.84,-11.55,0.00,0.65,0.38,9.29,-0.00,0.00,0.00
