timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2026-06-23 20:04:29.099,0.10,991.50,99140.25,nan,0.00,0.66,0.37,9.29,0.00,-0.00,0.00
2026-06-23 20:04:29.104,0.10,991.50,99140.25,nan,0.00,0.66,0.37,9.29,0.00,-0.00,0.00
2026-06-23 20:04:29.106,0.10,991.50,99140.25,nan,0.00,0.66,0.39,9.28,0.00,0.00,-0.00
2026-06-23 20:04:29.107,0.10,991.50,99140.25,nan,0.00,0.66,0.39,9.28,0.00,0.00,-0.00
2026-06-23 20:04:29.108,0.10,991.50,99140.25,nan,0.00,0.66,0.39,9.28,0.00,0.00,-0.00
2026-06-23 20:04:29.109,0.10,991.50,99140.25,nan,0.00,0.66,0.39,9.28,0.00,0.00,-0.00
2026-06-23 20:04:29.113,0.10,991.50,99140.25,nan,0.00,0.66,0.39,9.28,0.00,0.00,-0.00
2026-06-23 20:04:29.116,0.10,991.50,99140.25,nan,0.00,0.67,0.39,9.29,0.00,-0.00,0.00
2026-06-23 20:04:29.119,0.10,991.50,99140.25,nan,0.00,0.67,0.39,9.29,0.00,-0.00,0.00
2026-06-23 20:04:29.122,0.10,991.50,99140.25,nan,0.00,0.67,0.39,9.29,0.00,-0.00,0.00
2026-06-23 20:04:29.126,0.10,991.50,99140.25,nan,0.00,0.67,0.39,9.29,0.00,-0.00,-0.00
2026-06-23 20:04:29.127,0.10,991.50,99140.25,nan,0.00,0.66,0.38,9.31,0.00,-0.00,-0.00
2026-06-23 20:04:29.129,0.10,991.50,99140.25,nan,0.00,0.66,0.38,9.31,0.00,-0.00,-0.00
2026-06-23 20:04:29.130,0.10,991.50,99140.25,nan,0.00,0.66,0.38,9.31,0.00,-0.00,-0.00
2026-06-23 20:04:29.132,0.10,991.50,99140.25,nan,0.00,0.66,0.38,9.31,0.00,-0.00,-0.00
2026-06-23 20:04:29.135,0.10,991.50,99140.25,nan,0.00,0.66,0.38,9.31,-0.00,0.00,0.00
2026-06-23 20:04:29.137,0.10,991.50,99140.25,nan,0.00,0.65,0.38,9.29,-0.00,0.00,0.00
2026-06-23 20:04:29.138,0.10,991.50,99140.25,nan,0.00,0.65,0.38,9.29,-0.00,0.00,0.00
2026-06-23 20:04:29.139,0.10,991.50,99140.25,nan,0.00,0.65,0.38,9.29,-0.00,0.00,0.00
2026-06-23 20:04:29.141,0.10,991.50,99140.25,nan,0.00,0.65,0.38,9.29,-0.00,0.00,0.00
