timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,power
2026-06-25 17:01:33.274,994.53,993.84,-68.82,-11.01,0.00,0.23,0.45,9.34,0.00,0.00,-0.00,0.00
2026-06-25 17:01:33.664,994.58,993.83,-75.59,-11.54,0.00,0.25,0.46,9.33,0.00,0.00,0.00,0.00
2026-06-25 17:01:34.244,994.58,993.85,-72.85,-11.33,0.00,0.24,0.47,9.33,0.00,-0.00,0.00,0.00
2026-06-25 17:01:34.816,994.61,993.90,-70.33,-11.13,0.00,0.26,0.47,9.32,-0.00,0.00,-0.00,0.00
2026-06-25 17:01:35.390,994.58,993.87,-70.88,-11.17,0.00,0.26,0.47,9.34,0.00,0.00,0.00,0.00
2026-06-25 17:01:35.968,994.59,993.88,-70.50,-11.14,0.00,0.25,0.46,9.31,0.00,0.00,-0.00,0.00
2026-06-25 17:01:36.539,994.57,993.85,-72.38,-11.29,0.00,0.65,-0.56,8.87,0.00,-0.02,0.01,0.00
2026-06-25 17:01:37.111,994.61,993.84,-76.53,-11.61,0.00,0.37,0.45,9.33,-0.00,0.00,0.00,0.00
2026-06-25 17:01:37.683,994.61,993.91,-70.50,-11.14,0.00,0.31,0.48,9.34,-0.00,-0.00,0.00,0.00
2026-06-25 17:01:38.258,994.60,993.87,-73.16,-11.35,0.00,0.30,0.45,9.33,0.00,-0.00,-0.00,0.00
2026-06-25 17:01:39.029,994.60,993.86,-74.42,-11.46,0.00,0.32,0.46,9.31,0.00,-0.00,0.00,0.00
2026-06-25 17:01:39.423,994.60,993.88,-72.18,-11.29,0.00,0.29,0.46,9.36,0.00,-0.00,0.00,0.00
2026-06-25 17:01:39.996,994.56,993.84,-72.41,-11.30,0.00,0.30,0.45,9.32,0.00,0.00,-0.00,0.00
2026-06-25 17:01:40.566,994.58,993.87,-71.48,-11.23,0.00,0.30,0.45,9.32,0.00,0.00,0.00,0.00
2026-06-25 17:01:41.139,994.60,993.90,-69.78,-11.10,0.00,0.30,0.45,9.30,0.00,0.00,-0.00,0.00
2026-06-25 17:01:41.709,994.61,993.87,-73.82,-11.41,0.00,0.31,0.46,9.35,-0.00,-0.00,0.00,0.00
2026-06-25 17:01:42.289,994.58,993.90,-67.34,-10.90,0.00,0.31,0.45,9.31,0.00,0.00,0.00,0.00
2026-06-25 17:01:42.859,994.61,993.87,-74.74,-11.48,0.00,0.31,0.47,9.36,0.00,0.00,0.00,0.00
2026-06-25 17:01:43.432,994.61,993.87,-74.56,-11.47,0.00,0.31,0.46,9.33,0.00,0.00,0.00,0.00
2026-06-25 17:01:44.006,994.59,993.87,-71.11,-11.20,0.00,0.30,0.44,9.34,-0.00,-0.00,0.00,0.00
2026-06-25 17:01:44.767,994.62,993.90,-71.38,-11.22,0.00,0.32,0.46,9.33,-0.00,-0.00,0.00,0.00
2026-06-25 17:01:45.156,994.57,993.90,-66.98,-10.87,0.00,0.30,0.47,9.33,0.00,-0.00,0.00,0.00
2026-06-25 17:01:45.731,994.59,993.88,-70.34,-11.14,0.00,0.32,0.44,9.33,0.00,0.00,0.00,0.00
2026-06-25 17:01:46.308,994.57,993.90,-67.21,-10.89,0.00,0.30,0.45,9.34,0.00,0.00,0.00,0.00
2026-06-25 17:01:46.888,994.58,993.87,-70.46,-11.15,0.00,0.31,0.45,9.33,-0.00,0.00,0.00,0.00
2026-06-25 17:01:47.461,994.58,993.87,-70.47,-11.15,0.00,0.29,0.45,9.32,0.00,-0.00,0.00,0.00
2026-06-25 17:01:48.037,994.58,993.85,-73.06,-11.36,0.00,0.30,0.44,9.31,0.00,0.00,-0.00,0.00
2026-06-25 17:01:48.613,994.60,993.87,-73.42,-11.38,0.00,0.30,0.47,9.32,0.00,0.00,-0.00,0.00
2026-06-25 17:01:49.195,994.58,993.88,-70.18,-11.13,0.00,0.30,0.48,9.34,0.00,-0.00,0.00,0.00
2026-06-25 17:01:49.777,994.58,993.87,-71.49,-11.23,0.00,0.32,0.45,9.32,0.00,0.00,-0.00,0.00
