timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,power
2026-06-25 17:13:44.044,994.67,993.87,-79.59,-11.84,0.00,0.35,0.45,9.31,-0.00,-0.00,-0.00,0.00
2026-06-25 17:13:44.427,994.73,993.88,-84.65,-12.21,0.00,0.35,0.46,9.30,0.00,0.00,-0.00,0.00
2026-06-25 17:13:44.997,994.71,993.91,-80.18,-11.88,0.00,0.36,0.43,9.33,0.00,-0.00,0.00,0.00
2026-06-25 17:13:45.569,994.74,993.90,-83.27,-12.11,0.00,0.34,0.45,9.32,0.00,0.00,0.00,0.00
2026-06-25 17:13:46.149,994.75,993.91,-83.27,-12.11,0.00,0.35,0.45,9.35,0.00,-0.00,-0.00,0.00
2026-06-25 17:13:46.720,994.69,993.95,-74.49,-11.45,0.00,0.35,0.44,9.33,0.00,0.00,-0.00,0.00
2026-06-25 17:13:47.297,994.72,993.91,-80.80,-11.93,0.00,0.35,0.45,9.35,0.00,-0.00,-0.00,0.00
2026-06-25 17:13:47.871,994.72,993.90,-81.93,-12.01,0.00,0.29,0.43,9.43,-0.00,0.00,-0.00,0.00
2026-06-25 17:13:48.444,994.72,993.90,-82.43,-12.05,0.00,0.36,0.46,9.36,0.00,0.01,-0.00,0.00
2026-06-25 17:13:49.024,994.74,993.90,-83.84,-12.15,0.00,0.38,0.37,9.31,-0.00,-0.01,0.01,0.00
2026-06-25 17:13:49.786,994.74,993.90,-83.68,-12.15,0.00,0.34,0.50,9.32,0.00,-0.00,-0.00,0.00
2026-06-25 17:13:50.168,994.77,993.92,-84.65,-12.22,0.00,0.33,0.38,9.33,0.00,-0.00,0.00,0.00
