timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2026-06-23 17:14:53.406,990.32,989.24,-107.78,-13.80,0.00,2.82,0.08,8.81,0.00,-0.00,0.00
2026-06-23 17:14:54.283,990.28,989.21,-107.18,-13.78,0.00,2.96,0.07,9.31,-0.00,0.00,0.00
2026-06-23 17:14:55.158,990.34,989.23,-110.68,-14.01,0.00,2.97,0.09,9.29,0.00,-0.00,-0.00
2026-06-23 17:14:56.039,990.29,989.23,-106.00,-13.71,0.00,2.97,0.08,9.29,0.00,0.00,0.00
2026-06-23 17:14:56.921,990.30,989.23,-107.56,-13.81,0.00,2.95,0.10,9.29,-0.00,0.00,-0.00
2026-06-23 17:14:57.802,990.29,989.24,-104.64,-13.62,0.00,2.97,0.09,9.29,0.00,0.00,-0.00
2026-06-23 17:14:58.676,990.29,989.24,-105.59,-13.69,0.00,2.96,0.10,9.30,0.00,0.00,-0.00
2026-06-23 17:14:59.558,990.29,989.24,-105.86,-13.70,0.00,2.97,0.10,9.31,0.00,-0.00,-0.00
2026-06-23 17:15:00.439,990.32,989.26,-106.23,-13.73,0.00,2.95,0.08,9.28,0.00,0.00,0.00
2026-06-23 17:15:01.321,990.31,989.24,-106.65,-13.75,0.00,2.96,0.10,9.34,-0.00,0.00,-0.00
2026-06-23 17:15:02.203,990.31,989.25,-106.54,-13.75,0.00,2.67,0.47,9.15,0.00,0.02,-0.00
2026-06-23 17:15:03.084,990.33,989.25,-107.25,-13.79,0.00,-0.82,0.56,9.31,0.03,0.28,-0.00
2026-06-23 17:15:03.964,990.28,989.27,-101.30,-13.41,0.00,-2.18,0.80,9.61,0.01,0.17,0.03
2026-06-23 17:15:04.847,990.30,989.25,-105.74,-13.70,0.00,-1.41,0.54,9.70,0.00,0.03,0.02
2026-06-23 17:15:05.730,990.32,989.24,-107.09,-13.78,0.00,-1.36,0.94,9.65,0.00,0.02,-0.00
2026-06-23 17:15:06.613,990.30,989.23,-107.02,-13.78,0.00,-1.36,0.73,-317.99,0.00,0.01,-0.00
2026-06-23 17:15:07.485,990.30,989.25,-105.64,-13.69,0.00,-1.35,0.59,9.66,0.00,-0.00,0.00
