timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2026-06-23 20:09:15.228,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.28,0.00,0.00,0.00
2026-06-23 20:09:15.232,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.28,0.00,0.00,0.00
2026-06-23 20:09:15.235,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.28,0.00,0.00,0.00
2026-06-23 20:09:15.237,990.00,991.59,158.63,16.69,0.00,0.67,0.37,9.27,0.00,0.00,0.00
2026-06-23 20:09:15.238,990.00,991.59,158.63,16.69,0.00,0.67,0.37,9.27,0.00,0.00,0.00
2026-06-23 20:09:15.239,990.00,991.59,158.63,16.69,0.00,0.67,0.37,9.27,0.00,0.00,0.00
2026-06-23 20:09:15.241,990.00,991.59,158.63,16.69,0.00,0.67,0.37,9.27,0.00,0.00,0.00
2026-06-23 20:09:15.245,990.00,991.59,158.63,16.69,0.00,0.67,0.37,9.27,-0.00,0.00,0.00
2026-06-23 20:09:15.246,990.00,991.59,158.63,16.69,0.00,0.65,0.37,9.31,-0.00,0.00,0.00
2026-06-23 20:09:15.248,990.00,991.59,158.63,16.69,0.00,0.65,0.37,9.31,-0.00,0.00,0.00
2026-06-23 20:09:15.251,990.00,991.59,158.63,16.69,0.00,0.65,0.37,9.31,-0.00,0.00,0.00
2026-06-23 20:09:15.255,990.00,991.59,158.63,16.69,0.00,0.65,0.37,9.31,0.00,-0.00,0.00
2026-06-23 20:09:15.256,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.29,0.00,-0.00,0.00
2026-06-23 20:09:15.258,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.29,0.00,-0.00,0.00
2026-06-23 20:09:15.259,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.29,0.00,-0.00,0.00
2026-06-23 20:09:15.260,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.29,0.00,-0.00,0.00
2026-06-23 20:09:15.261,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.29,0.00,-0.00,0.00
2026-06-23 20:09:15.265,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.29,-0.00,0.00,-0.00
2026-06-23 20:09:15.267,990.00,991.59,158.63,16.69,0.00,0.67,0.38,9.31,-0.00,0.00,-0.00
2026-06-23 20:09:15.268,990.00,991.59,158.63,16.69,0.00,0.67,0.38,9.31,-0.00,0.00,-0.00
2026-06-23 20:09:15.269,990.00,991.59,158.63,16.69,0.00,0.67,0.38,9.31,-0.00,0.00,-0.00
2026-06-23 20:09:15.273,990.00,991.59,158.63,16.69,0.00,0.67,0.38,9.31,-0.00,0.00,-0.00
2026-06-23 20:09:15.275,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.31,0.00,0.00,-0.00
2026-06-23 20:09:15.276,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.31,0.00,0.00,-0.00
2026-06-23 20:09:15.278,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.31,0.00,0.00,-0.00
2026-06-23 20:09:15.279,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.31,0.00,0.00,-0.00
2026-06-23 20:09:15.285,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.31,0.00,0.00,-0.00
2026-06-23 20:09:15.286,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.26,-0.00,0.00,-0.00
2026-06-23 20:09:15.287,990.00,991.59,158.63,16.69,0.00,0.66,0.39,9.26,-0.00,0.00,-0.00
