timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2026-06-23 19:49:43.144,992.01,991.32,-69.40,-11.04,0.00,0.67,0.38,9.28,-0.00,0.00,-0.00
2026-06-23 19:49:43.996,992.05,991.36,-69.09,-11.03,0.00,0.66,0.38,9.29,0.00,0.00,0.00
2026-06-23 19:49:44.859,992.09,991.41,-68.16,-10.96,0.00,0.66,0.41,9.30,0.00,-0.01,-0.00
2026-06-23 19:49:45.720,992.04,991.38,-65.95,-10.78,0.00,0.66,0.38,9.32,-0.00,0.00,0.00
2026-06-23 19:49:46.587,992.08,991.41,-67.32,-10.89,0.00,0.66,0.39,9.27,0.00,-0.00,0.00
2026-06-23 19:49:47.447,992.08,991.41,-66.93,-10.86,0.00,0.66,0.35,9.27,0.00,0.00,0.00
2026-06-23 19:49:48.317,992.06,991.38,-67.83,-10.93,0.00,0.67,0.38,9.31,-0.00,0.00,0.00
2026-06-23 19:49:49.189,992.08,991.36,-72.24,-11.28,0.00,0.66,0.40,9.30,0.00,-0.00,0.00
2026-06-23 19:49:50.061,992.08,991.33,-74.85,-11.48,0.00,0.65,0.38,9.29,-0.00,-0.00,0.00
2026-06-23 19:49:50.913,992.05,991.38,-66.88,-10.86,0.00,0.66,0.38,9.30,0.00,-0.00,0.00
2026-06-23 19:49:51.777,992.06,991.33,-72.55,-11.31,0.00,0.66,0.38,9.29,0.00,0.00,0.00
2026-06-23 19:49:52.646,992.05,991.37,-67.87,-10.94,0.00,0.66,0.36,9.30,0.00,0.00,0.00
2026-06-23 19:49:53.509,992.10,991.32,-78.23,-11.74,0.00,0.66,0.37,9.27,0.00,0.00,0.00
2026-06-23 19:49:54.371,992.05,991.36,-68.70,-11.00,0.00,0.66,0.36,9.29,0.00,0.00,-0.00
2026-06-23 19:49:55.243,992.05,991.36,-69.23,-11.05,0.00,0.66,0.37,9.29,0.00,0.00,0.00
2026-06-23 19:49:56.115,992.09,991.37,-71.36,-11.22,0.00,0.66,0.38,9.29,-0.00,0.00,0.00
2026-06-23 19:49:56.982,992.07,991.39,-67.93,-10.94,0.00,0.65,0.37,9.31,0.00,0.00,0.00
2026-06-23 19:49:57.842,992.07,991.33,-73.90,-11.41,0.00,0.66,0.37,9.29,0.00,0.00,0.00
