timestamp,pressure_bag,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,power
2026-06-26 17:57:51.068,994.18,994.15,-2.42,-2.06,0.00,1.03,0.30,9.28,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.069,994.18,994.15,-2.42,-2.06,0.00,1.01,0.28,9.29,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.071,994.18,994.15,-2.42,-2.06,0.00,1.01,0.28,9.29,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.075,994.18,994.15,-2.42,-2.06,0.00,1.01,0.28,9.29,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.078,994.18,994.15,-2.42,-2.06,0.00,1.00,0.31,9.26,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.079,994.18,994.15,-2.42,-2.06,0.00,1.00,0.31,9.26,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.080,994.18,994.15,-2.42,-2.06,0.00,1.00,0.31,9.26,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.081,994.18,994.15,-2.42,-2.06,0.00,1.00,0.31,9.26,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.087,994.18,994.15,-2.42,-2.06,0.00,1.00,0.31,9.26,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.089,994.18,994.15,-2.42,-2.06,0.00,1.01,0.31,9.25,-0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.091,994.18,994.15,-2.42,-2.06,0.00,1.01,0.31,9.25,-0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.092,994.18,994.15,-2.42,-2.06,0.00,1.01,0.31,9.25,-0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.097,994.18,994.15,-2.42,-2.06,0.00,1.01,0.31,9.25,-0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.099,994.18,994.15,-2.42,-2.06,0.00,1.01,0.29,9.26,-0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.100,994.18,994.15,-2.42,-2.06,0.00,1.01,0.29,9.26,-0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.102,994.18,994.15,-2.42,-2.06,0.00,1.01,0.29,9.26,-0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.103,994.18,994.15,-2.42,-2.06,0.00,1.01,0.29,9.26,-0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.107,994.18,994.15,-2.42,-2.06,0.00,1.01,0.29,9.26,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.109,994.18,994.15,-2.42,-2.06,0.00,1.00,0.27,9.28,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.111,994.18,994.15,-2.42,-2.06,0.00,1.00,0.27,9.28,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.119,994.18,994.15,-2.42,-2.06,0.00,1.00,0.27,9.28,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.122,994.18,994.15,-2.42,-2.06,0.00,1.01,0.29,9.29,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.129,994.18,994.15,-2.42,-2.06,0.00,1.01,0.29,9.29,0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.211,994.18,994.15,-2.65,-2.16,0.00,1.01,0.31,9.27,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.214,994.18,994.15,-2.65,-2.16,0.00,1.01,0.31,9.27,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.221,994.18,994.15,-2.65,-2.16,0.00,1.01,0.31,9.27,0.00,-0.00,-0.00,0.00
2026-06-26 17:57:51.228,994.18,994.15,-2.65,-2.16,0.00,1.02,0.31,9.27,0.00,-0.00,-0.00,0.00
2026-06-26 17:57:51.230,994.18,994.15,-2.65,-2.16,0.00,1.02,0.30,9.26,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.233,994.18,994.15,-2.65,-2.16,0.00,1.02,0.30,9.26,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.238,994.18,994.15,-2.65,-2.16,0.00,1.02,0.30,9.26,0.00,-0.00,-0.00,0.00
2026-06-26 17:57:51.240,994.18,994.15,-2.65,-2.16,0.00,1.01,0.29,9.27,0.00,-0.00,-0.00,0.00
2026-06-26 17:57:51.248,994.18,994.15,-2.65,-2.16,0.00,1.01,0.29,9.27,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.250,994.18,994.15,-2.65,-2.16,0.00,1.01,0.30,9.27,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.252,994.18,994.15,-2.65,-2.16,0.00,1.01,0.30,9.27,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.255,994.18,994.15,-2.65,-2.16,0.00,1.01,0.30,9.27,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.258,994.18,994.15,-2.65,-2.16,0.00,1.02,0.29,9.26,0.00,0.00,0.00,0.00
2026-06-26 17:57:51.260,994.18,994.15,-2.65,-2.16,0.00,1.02,0.29,9.26,0.00,0.00,0.00,0.00
2026-06-26 17:57:51.262,994.18,994.15,-2.65,-2.16,0.00,1.02,0.29,9.26,0.00,0.00,0.00,0.00
2026-06-26 17:57:51.267,994.18,994.15,-2.65,-2.16,0.00,1.02,0.29,9.26,0.00,0.00,0.00,0.00
2026-06-26 17:57:51.308,994.18,994.15,-3.25,-2.39,0.00,1.03,0.31,9.28,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.309,994.18,994.15,-3.25,-2.39,0.00,1.02,0.30,9.29,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.352,994.18,994.15,-3.00,-2.29,0.00,1.02,0.29,9.29,-0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.353,994.18,994.15,-3.00,-2.29,0.00,1.02,0.29,9.29,-0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.354,994.18,994.15,-3.00,-2.29,0.00,1.02,0.29,9.29,-0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.359,994.18,994.15,-3.00,-2.29,0.00,1.02,0.29,9.29,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.361,994.18,994.15,-3.00,-2.29,0.00,1.02,0.29,9.27,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.367,994.18,994.15,-3.00,-2.29,0.00,1.02,0.29,9.27,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.372,994.18,994.15,-3.00,-2.29,0.00,1.01,0.30,9.30,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.378,994.18,994.15,-3.00,-2.29,0.00,1.01,0.30,9.30,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.379,994.18,994.15,-3.00,-2.29,0.00,1.01,0.32,9.25,0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.381,994.18,994.15,-3.00,-2.29,0.00,1.01,0.32,9.25,0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.386,994.18,994.15,-3.00,-2.29,0.00,1.01,0.32,9.25,0.00,-0.00,0.00,0.00
2026-06-26 17:57:51.390,994.18,994.15,-3.00,-2.29,0.00,1.01,0.31,9.27,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.391,994.18,994.15,-3.00,-2.29,0.00,1.01,0.31,9.27,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.395,994.18,994.15,-3.00,-2.29,0.00,1.01,0.31,9.27,-0.00,0.00,0.00,0.00
2026-06-26 17:57:51.398,994.18,994.15,-3.00,-2.29,0.00,1.01,0.31,9.27,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.400,994.18,994.15,-3.00,-2.29,0.00,1.01,0.32,9.27,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.401,994.18,994.15,-3.00,-2.29,0.00,1.01,0.32,9.27,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.403,994.18,994.15,-3.00,-2.29,0.00,1.01,0.32,9.27,-0.00,0.00,-0.00,0.00
2026-06-26 17:57:51.405,994.18,994.15,-3.00,-2.29,0.00,1.01,0.32,9.27,-0.00,0.00,-0.00,0.00
