timestamp,pressure_bag,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,power
2026-06-27 17:31:27.833,-0.23,993.51,99373.71,nan,0.00,2.30,-0.28,9.38,-0.00,0.00,0.00,0
2026-06-27 17:31:27.843,-0.23,993.51,99373.71,nan,0.00,2.30,-0.28,9.36,-0.00,-0.00,-0.00,0
2026-06-27 17:31:27.853,-0.23,993.51,99373.71,nan,0.00,2.30,-0.28,9.36,-0.00,-0.00,-0.00,0
2026-06-27 17:31:27.863,-0.23,993.51,99373.71,nan,0.00,2.30,-0.28,9.36,-0.00,-0.00,-0.00,0
2026-06-27 17:31:27.873,-0.23,993.51,99373.71,nan,0.00,2.33,-0.26,9.41,-0.00,-0.00,0.00,0
2026-06-27 17:31:27.883,993.48,993.51,2.74,2.20,0.00,2.33,-0.26,9.41,-0.00,-0.00,0.00,0
2026-06-27 17:31:27.893,993.48,993.51,2.74,2.20,0.00,2.30,-0.28,9.39,-0.00,-0.00,0.00,0
2026-06-27 17:31:27.903,993.48,993.51,2.74,2.20,0.00,2.29,-0.28,9.38,-0.00,0.00,-0.00,0
2026-06-27 17:31:27.913,993.48,993.51,2.74,2.20,0.00,2.29,-0.28,9.38,-0.00,0.00,-0.00,0
2026-06-27 17:31:27.923,993.48,993.51,2.74,2.20,0.00,2.29,-0.29,9.37,-0.00,-0.00,0.00,0
2026-06-27 17:31:27.933,993.48,993.51,2.74,2.20,0.00,2.29,-0.29,9.37,-0.00,-0.00,0.00,0
2026-06-27 17:31:27.943,993.48,993.51,2.74,2.20,0.00,2.31,-0.27,9.36,-0.00,-0.00,0.00,0
2026-06-27 17:31:27.953,993.48,993.51,2.74,2.20,0.00,2.31,-0.30,9.37,-0.00,-0.00,-0.00,0
2026-06-27 17:31:27.963,993.48,993.51,2.74,2.20,0.00,2.30,-0.27,9.37,-0.00,-0.00,0.00,0
2026-06-27 17:31:27.973,993.48,993.51,2.74,2.20,0.00,2.30,-0.27,9.37,-0.00,-0.00,0.00,0
2026-06-27 17:31:27.983,993.48,993.51,2.74,2.20,0.00,2.32,-0.29,9.39,-0.00,-0.00,0.00,0
2026-06-27 17:31:27.993,993.48,993.50,2.42,2.06,0.00,2.30,-0.27,9.40,-0.00,-0.00,-0.00,0
2026-06-27 17:31:28.003,993.48,993.50,2.42,2.06,0.00,2.30,-0.27,9.40,-0.00,-0.00,-0.00,0
2026-06-27 17:31:28.013,993.48,993.50,2.42,2.06,0.00,2.30,-0.26,9.37,-0.00,0.00,0.00,0
2026-06-27 17:31:28.023,993.48,993.50,2.42,2.06,0.00,2.32,-0.28,9.38,-0.00,0.00,0.00,0
2026-06-27 17:31:28.033,993.48,993.50,2.42,2.06,0.00,2.32,-0.28,9.38,-0.00,0.00,0.00,0
2026-06-27 17:31:28.043,993.48,993.50,2.42,2.06,0.00,2.32,-0.29,9.37,-0.00,0.00,0.00,0
2026-06-27 17:31:28.053,993.48,993.50,2.52,2.11,0.00,2.32,-0.29,9.36,-0.00,0.00,0.00,0
2026-06-27 17:31:28.063,993.48,993.50,2.52,2.11,0.00,2.32,-0.28,9.38,-0.00,-0.00,-0.00,0
2026-06-27 17:31:28.073,993.48,993.50,2.52,2.11,0.00,2.32,-0.28,9.38,-0.00,-0.00,-0.00,0
2026-06-27 17:31:28.083,993.48,993.50,2.52,2.11,0.00,2.31,-0.29,9.38,-0.00,-0.00,-0.00,0
2026-06-27 17:31:28.093,993.48,993.50,2.52,2.11,0.00,2.30,-0.28,9.38,-0.00,-0.00,0.00,0
2026-06-27 17:31:28.103,993.48,993.50,2.52,2.11,0.00,2.30,-0.28,9.38,-0.00,-0.00,0.00,0
2026-06-27 17:31:28.113,993.48,993.50,2.52,2.11,0.00,2.32,-0.29,9.38,-0.00,-0.00,-0.00,0
2026-06-27 17:31:28.123,993.48,993.50,2.52,2.11,0.00,2.32,-0.29,9.39,-0.00,-0.00,0.00,0
2026-06-27 17:31:28.133,993.48,993.50,2.52,2.11,0.00,2.30,-0.28,9.36,-0.00,-0.00,-0.00,0
2026-06-27 17:31:28.143,993.48,993.50,2.52,2.11,0.00,2.30,-0.28,9.36,-0.00,-0.00,-0.00,0
2026-06-27 17:31:28.153,993.48,993.51,3.36,2.44,0.00,2.28,-0.28,9.39,-0.00,-0.00,0.00,0
2026-06-27 17:31:28.163,993.48,993.51,3.36,2.44,0.00,2.31,-0.29,9.39,-0.00,-0.00,-0.00,0
2026-06-27 17:31:28.173,993.48,993.51,3.36,2.44,0.00,2.30,-0.28,9.38,-0.00,-0.00,-0.00,0
2026-06-27 17:31:28.183,993.48,993.51,3.36,2.44,0.00,2.30,-0.28,9.38,-0.00,-0.00,-0.00,0
2026-06-27 17:31:28.193,993.48,993.51,3.36,2.44,0.00,2.30,-0.26,9.39,-0.00,0.00,0.00,0
2026-06-27 17:31:28.203,993.48,993.51,3.36,2.44,0.00,2.29,-0.27,9.39,-0.00,0.00,-0.00,0
2026-06-27 17:31:28.213,993.46,993.51,4.98,2.96,0.00,2.31,-0.27,9.39,-0.01,0.00,0.00,0
2026-06-27 17:31:28.223,993.46,993.51,4.98,2.96,0.00,2.31,-0.27,9.39,-0.01,0.00,0.00,0
