timestamp,pressure_bag,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,power
2026-06-27 19:48:51.955,-0.23,992.59,99281.63,5472.39,0.00,1.59,-0.28,9.56,-0.00,0.00,-0.00,0
2026-06-27 19:48:51.965,-0.23,992.59,99281.63,5472.39,0.00,1.60,-0.30,9.56,-0.00,-0.00,-0.00,0
2026-06-27 19:48:51.975,992.69,992.59,-10.16,4.20,0.00,1.60,-0.32,9.59,-0.00,-0.00,0.00,0
2026-06-27 19:48:51.985,992.69,992.59,-10.16,4.20,0.00,1.60,-0.32,9.59,-0.00,-0.00,0.00,0
2026-06-27 19:48:51.995,992.69,992.59,-10.16,4.20,0.00,1.60,-0.32,9.59,-0.00,-0.00,0.00,0
2026-06-27 19:48:52.005,992.69,992.59,-10.16,4.20,0.00,1.60,-0.32,9.59,-0.00,0.00,-0.00,0
2026-06-27 19:48:52.015,992.69,992.59,-10.16,4.20,0.00,1.60,-0.32,9.59,-0.00,0.00,-0.00,0
2026-06-27 19:48:52.025,992.69,992.59,-10.16,4.20,0.00,1.60,-0.32,9.59,-0.00,0.00,-0.00,0
2026-06-27 19:48:52.035,992.69,992.59,-10.16,4.20,0.00,1.60,-0.32,9.59,-0.00,0.00,-0.00,0
2026-06-27 19:48:52.045,992.69,992.59,-10.16,4.20,0.00,1.60,-0.31,9.55,-0.01,0.00,-0.00,0
2026-06-27 19:48:52.055,992.69,992.59,-10.16,4.20,0.00,1.60,-0.31,9.55,-0.01,0.00,-0.00,0
2026-06-27 19:48:52.065,992.69,992.59,-10.16,4.20,0.00,1.60,-0.31,9.55,-0.01,0.00,-0.00,0
2026-06-27 19:48:52.075,992.69,992.59,-10.16,4.20,0.00,1.60,-0.31,9.55,-0.01,0.00,-0.00,0
2026-06-27 19:48:52.085,992.69,992.59,-10.16,4.20,0.00,1.60,-0.31,9.55,-0.01,0.00,-0.00,0
2026-06-27 19:48:52.095,992.69,992.59,-10.16,4.20,0.00,1.62,-0.32,9.56,-0.00,0.00,-0.00,0
2026-06-27 19:48:52.105,992.69,992.59,-10.16,4.20,0.00,1.60,-0.35,9.55,-0.00,0.00,-0.00,0
2026-06-27 19:48:52.115,992.69,992.59,-10.16,4.20,0.00,1.60,-0.35,9.55,-0.00,0.00,-0.00,0
2026-06-27 19:48:52.125,992.69,992.60,-8.90,3.93,0.00,1.59,-0.31,9.55,-0.00,-0.00,-0.00,0
2026-06-27 19:48:52.135,992.69,992.60,-8.90,3.93,0.00,1.59,-0.34,9.55,-0.00,0.00,0.00,0
2026-06-27 19:48:52.145,992.69,992.60,-9.10,3.97,0.00,1.58,-0.31,9.55,-0.00,-0.00,0.00,0
2026-06-27 19:48:52.155,992.69,992.60,-9.10,3.97,0.00,1.58,-0.31,9.55,-0.00,-0.00,0.00,0
2026-06-27 19:48:52.165,992.69,992.60,-9.10,3.97,0.00,1.59,-0.31,9.56,-0.00,-0.00,-0.00,0
2026-06-27 19:48:52.175,992.69,992.60,-9.10,3.97,0.00,1.59,-0.31,9.56,-0.00,-0.00,-0.00,0
2026-06-27 19:48:52.185,992.69,992.60,-9.10,3.97,0.00,1.59,-0.31,9.56,-0.00,-0.00,-0.00,0
2026-06-27 19:48:52.195,992.69,992.60,-9.10,3.97,0.00,1.59,-0.31,9.56,-0.00,-0.00,-0.00,0
2026-06-27 19:48:52.205,992.69,992.60,-9.10,3.97,0.00,1.60,-0.33,9.55,-0.00,0.00,0.00,0
2026-06-27 19:48:52.215,992.69,992.60,-9.10,3.97,0.00,1.60,-0.33,9.55,-0.00,0.00,0.00,0
2026-06-27 19:48:52.225,992.69,992.60,-9.10,3.97,0.00,1.60,-0.33,9.55,-0.00,0.00,0.00,0
2026-06-27 19:48:52.235,992.69,992.60,-9.10,3.97,0.00,1.60,-0.33,9.55,-0.00,0.00,0.00,0
2026-06-27 19:48:52.245,992.69,992.60,-9.10,3.97,0.00,1.60,-0.33,9.55,-0.00,0.00,0.00,0
2026-06-27 19:48:52.255,992.69,992.60,-9.10,3.97,0.00,1.61,-0.31,9.55,-0.00,0.00,0.00,0
2026-06-27 19:48:52.265,992.69,992.60,-9.10,3.97,0.00,1.61,-0.31,9.55,-0.00,0.00,0.00,0
