timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,power
2026-06-25 17:17:59.657,994.59,993.84,-75.14,-11.50,0.00,0.75,0.37,9.29,-0.00,-0.00,0.00,0.00
2026-06-25 17:18:00.048,994.65,993.85,-80.41,-11.90,0.00,0.76,0.36,9.32,-0.00,0.00,0.00,0.00
2026-06-25 17:18:00.619,994.67,993.86,-80.97,-11.94,0.00,0.76,0.37,9.27,0.00,0.00,-0.00,0.00
2026-06-25 17:18:01.201,994.66,993.86,-80.10,-11.88,0.00,0.75,0.36,9.30,0.00,0.00,-0.00,0.00
2026-06-25 17:18:01.783,994.66,993.89,-76.71,-11.62,0.00,0.75,0.37,9.29,0.00,-0.00,0.00,0.00
2026-06-25 17:18:02.354,994.69,993.89,-80.02,-11.87,0.00,0.75,0.36,9.29,-0.00,0.00,-0.00,0.00
2026-06-25 17:18:02.925,994.71,993.89,-81.75,-12.00,0.00,0.76,0.37,9.29,0.00,0.00,-0.00,0.00
2026-06-25 17:18:03.505,994.68,993.90,-78.49,-11.76,0.00,0.76,0.37,9.30,0.00,-0.00,0.00,0.00
2026-06-25 17:18:04.077,994.67,993.90,-77.18,-11.66,0.00,0.74,0.35,9.29,0.00,0.00,-0.00,0.00
2026-06-25 17:18:04.660,994.72,993.88,-84.47,-12.20,0.00,0.74,0.36,9.31,0.00,0.00,0.00,0.00
2026-06-25 17:18:05.429,994.71,993.85,-85.93,-12.31,0.00,0.76,0.38,9.26,-0.00,0.00,-0.00,0.00
2026-06-25 17:18:05.810,994.68,993.91,-76.99,-11.66,0.00,0.76,0.37,9.30,0.00,-0.00,0.00,0.00
2026-06-25 17:18:06.391,994.72,993.87,-84.37,-12.20,0.00,0.76,0.39,9.28,0.00,-0.00,-0.00,0.00
2026-06-25 17:18:06.965,994.66,993.89,-77.11,-11.67,0.00,0.77,0.37,9.27,0.00,0.00,0.00,0.00
2026-06-25 17:18:07.543,994.71,993.86,-84.59,-12.22,0.00,0.75,0.37,9.29,0.00,0.00,0.00,0.00
2026-06-25 17:18:08.115,994.66,993.90,-75.87,-11.57,0.00,0.76,0.37,9.29,0.00,0.00,0.00,0.00
2026-06-25 17:18:08.687,994.67,993.89,-78.42,-11.76,0.00,0.75,0.36,9.29,0.00,0.00,0.00,0.00
2026-06-25 17:18:09.262,994.70,993.87,-82.51,-12.07,0.00,0.76,0.37,9.30,0.00,-0.00,0.00,0.00
2026-06-25 17:18:09.838,994.70,993.87,-83.16,-12.11,0.00,0.75,0.38,9.30,0.00,-0.00,-0.00,0.00
2026-06-25 17:18:10.412,994.70,993.87,-83.16,-12.11,0.00,0.75,0.37,9.31,-0.00,0.00,-0.00,0.00
2026-06-25 17:18:11.173,994.71,993.88,-82.37,-12.06,0.00,0.76,0.39,9.29,0.00,0.00,0.00,0.00
2026-06-25 17:18:11.562,994.69,993.87,-82.12,-12.04,0.00,0.76,0.38,9.31,0.00,-0.00,0.00,0.00
2026-06-25 17:18:12.134,994.68,993.88,-80.04,-11.89,0.00,0.75,0.39,9.27,-0.00,-0.00,-0.00,0.00
2026-06-25 17:18:12.705,994.68,993.86,-82.53,-12.07,0.00,0.75,0.37,9.28,0.00,-0.00,-0.00,0.00
2026-06-25 17:18:13.287,994.69,993.88,-81.12,-11.97,0.00,0.76,0.37,9.29,0.00,-0.00,0.00,0.00
2026-06-25 17:18:13.867,994.72,993.88,-84.21,-12.19,0.00,0.75,0.38,9.29,0.00,0.00,0.00,0.00
2026-06-25 17:18:14.448,994.67,993.89,-78.83,-11.80,0.00,0.76,0.39,9.26,0.00,-0.00,0.00,0.00
2026-06-25 17:18:15.028,994.70,993.89,-80.10,-11.89,0.00,0.75,0.36,9.30,0.00,-0.00,0.00,0.00
2026-06-25 17:18:15.599,994.71,993.89,-81.29,-11.98,0.00,0.77,0.38,9.26,0.00,0.00,0.00,0.00
2026-06-25 17:18:16.179,994.72,993.91,-80.48,-11.92,0.00,0.76,0.36,9.31,0.00,0.00,0.00,0.00
2026-06-25 17:18:16.942,994.72,993.86,-85.28,-12.27,0.00,0.76,0.38,9.31,-0.00,0.00,-0.00,0.00
2026-06-25 17:18:17.324,994.73,993.89,-83.89,-12.17,0.00,0.79,0.39,9.29,-0.00,0.00,-0.00,0.00
2026-06-25 17:18:17.904,994.70,993.91,-79.66,-11.86,0.00,0.75,0.37,9.27,0.00,0.00,-0.00,0.00
2026-06-25 17:18:18.478,994.73,993.89,-84.22,-12.19,0.00,0.76,0.39,9.29,0.00,0.00,0.00,0.00
