timestamp,pressure_bag,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,power
2026-06-27 19:56:39.351,-0.23,992.56,99279.50,5472.55,0.00,2.25,-0.49,9.55,-0.01,-0.03,-0.02,0
2026-06-27 19:56:39.361,-0.23,992.56,99279.50,5472.55,0.00,3.23,-0.77,9.64,-0.01,0.01,-0.01,0
2026-06-27 19:56:39.371,-0.23,992.56,99279.50,5472.55,0.00,2.78,-0.64,9.57,-0.00,0.03,-0.00,0
2026-06-27 19:56:39.381,992.60,992.56,-3.77,2.56,0.00,2.06,-0.57,9.51,0.00,0.05,-0.01,0
2026-06-27 19:56:39.391,992.60,992.56,-3.77,2.56,0.00,1.20,-0.34,9.59,0.00,0.08,-0.01,0
2026-06-27 19:56:39.401,992.60,992.56,-3.77,2.56,0.00,1.33,-0.39,9.58,0.01,0.12,-0.03,0
2026-06-27 19:56:39.411,992.60,992.56,-3.77,2.56,0.00,1.91,-0.58,9.48,0.01,0.15,-0.04,0
2026-06-27 19:56:39.421,992.60,992.56,-3.77,2.56,0.00,2.27,-0.75,9.60,0.01,0.16,-0.04,0
2026-06-27 19:56:39.431,992.60,992.56,-3.77,2.56,0.00,2.04,-0.62,9.62,0.01,0.15,-0.03,0
2026-06-27 19:56:39.441,992.60,992.56,-3.77,2.56,0.00,1.22,-0.35,9.65,0.01,0.17,-0.03,0
2026-06-27 19:56:39.451,992.60,992.56,-3.77,2.56,0.00,1.22,-0.24,9.55,0.01,0.20,-0.03,0
2026-06-27 19:56:39.461,992.60,992.53,-7.17,3.52,0.00,1.73,-0.33,9.58,0.02,0.23,-0.03,0
2026-06-27 19:56:39.471,992.60,992.53,-7.17,3.52,0.00,2.17,-0.53,9.63,0.02,0.24,-0.03,0
2026-06-27 19:56:39.481,992.60,992.53,-7.17,3.52,0.00,1.74,-0.36,9.72,0.02,0.25,-0.03,0
2026-06-27 19:56:39.491,992.60,992.53,-7.17,3.52,0.00,1.52,-0.24,9.79,0.02,0.26,-0.03,0
2026-06-27 19:56:39.501,992.60,992.53,-7.17,3.52,0.00,1.52,-0.24,9.79,0.02,0.26,-0.03,0
2026-06-27 19:56:39.511,992.60,992.53,-7.17,3.52,0.00,1.10,0.11,9.40,0.03,0.30,-0.03,0
2026-06-27 19:56:39.521,992.60,992.53,-7.17,3.52,0.00,1.32,-0.10,9.45,0.03,0.32,-0.03,0
2026-06-27 19:56:39.531,992.64,992.53,-10.62,4.29,0.00,1.96,-0.20,9.71,0.03,0.32,-0.02,0
2026-06-27 19:56:39.541,992.64,992.53,-10.62,4.29,0.00,1.96,-0.20,9.71,0.03,0.32,-0.02,0
2026-06-27 19:56:39.551,992.64,992.53,-10.62,4.29,0.00,0.92,0.21,9.53,0.03,0.33,-0.02,0
2026-06-27 19:56:39.561,992.64,992.53,-10.62,4.29,0.00,0.86,0.06,9.66,0.03,0.35,-0.02,0
2026-06-27 19:56:39.571,992.64,992.53,-10.62,4.29,0.00,0.99,-0.02,9.54,0.03,0.36,-0.02,0
2026-06-27 19:56:39.581,992.64,992.53,-10.62,4.29,0.00,1.31,-0.02,9.66,0.03,0.36,-0.02,0
2026-06-27 19:56:39.591,992.64,992.53,-10.62,4.29,0.00,1.31,-0.02,9.66,0.03,0.36,-0.02,0
2026-06-27 19:56:39.601,992.64,992.58,-5.74,3.15,0.00,0.17,0.12,9.63,0.03,0.33,-0.01,0
2026-06-27 19:56:39.611,992.64,992.58,-5.74,3.15,0.00,0.18,0.11,9.73,0.03,0.33,-0.01,0
2026-06-27 19:56:39.621,992.64,992.58,-5.74,3.15,0.00,0.50,0.12,9.63,0.03,0.33,-0.01,0
