timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2026-06-23 20:14:49.095,992.44,991.78,-66.24,-10.77,0.00,1.54,0.29,9.16,-0.00,0.00,0.00
2026-06-23 20:14:49.480,992.47,991.81,-65.67,-10.73,0.00,1.55,0.29,9.16,-0.00,0.00,-0.00
2026-06-23 20:14:50.054,992.48,991.78,-70.35,-11.10,0.00,1.63,0.31,9.63,0.00,-0.00,0.00
2026-06-23 20:14:50.633,992.49,991.77,-71.70,-11.21,0.00,1.63,0.32,9.62,0.00,0.00,-0.00
2026-06-23 20:14:51.207,992.43,991.81,-62.24,-10.44,0.00,1.62,0.31,9.63,-0.00,0.00,0.00
2026-06-23 20:14:51.785,992.45,991.74,-70.41,-11.11,0.00,1.61,0.32,9.65,-0.00,0.00,0.00
2026-06-23 20:14:52.358,992.38,991.72,-65.52,-10.72,0.00,1.62,0.31,9.65,0.00,-0.00,0.00
2026-06-23 20:14:52.934,992.40,991.68,-71.60,-11.20,0.00,1.63,0.29,9.63,-0.00,0.00,0.00
2026-06-23 20:14:53.510,992.39,991.67,-72.04,-11.24,0.00,1.62,0.31,9.64,0.00,-0.00,0.00
2026-06-23 20:14:54.091,992.40,991.70,-69.69,-11.05,0.00,1.62,0.34,9.65,0.00,0.00,0.00
2026-06-23 20:14:54.861,992.39,991.70,-68.34,-10.96,0.00,1.62,0.31,9.64,0.00,-0.01,0.00
2026-06-23 20:14:55.254,992.38,991.62,-76.01,-11.55,0.00,1.63,0.32,9.63,0.00,-0.00,0.00
2026-06-23 20:14:55.836,992.43,991.68,-75.49,-11.51,0.00,1.64,0.32,9.63,0.00,-0.00,0.00
2026-06-23 20:14:56.417,992.46,991.70,-75.78,-11.54,0.00,1.63,0.35,9.62,0.00,0.00,-0.00
2026-06-23 20:14:56.999,992.46,991.81,-65.17,-10.70,0.00,1.65,0.33,9.63,0.00,0.00,-0.00
2026-06-23 20:14:57.570,992.47,991.83,-63.94,-10.60,0.00,1.60,0.33,9.64,0.00,-0.00,-0.00
2026-06-23 20:14:58.144,992.48,991.81,-66.77,-10.83,0.00,1.63,0.34,9.63,0.00,-0.00,-0.00
2026-06-23 20:14:58.721,992.44,991.86,-58.19,-10.11,0.00,1.63,0.31,9.64,-0.00,0.00,0.00
2026-06-23 20:14:59.294,992.44,991.82,-62.24,-10.46,0.00,1.64,0.31,9.65,-0.00,-0.00,0.00
2026-06-23 20:14:59.869,992.46,991.74,-72.05,-11.25,0.00,1.63,0.33,9.64,0.00,-0.00,-0.00
2026-06-23 20:15:00.632,992.49,991.74,-74.73,-11.46,0.00,1.64,0.33,9.65,0.00,-0.00,0.00
2026-06-23 20:15:01.019,992.46,991.75,-70.24,-11.11,0.00,1.63,0.30,9.62,-0.00,-0.00,0.00
2026-06-23 20:15:01.592,992.42,991.71,-71.26,-11.19,0.00,1.61,0.32,9.66,0.00,0.00,0.00
2026-06-23 20:15:02.171,992.44,991.73,-70.66,-11.14,0.00,1.63,0.34,9.61,0.00,-0.00,0.00
2026-06-23 20:15:02.752,992.43,991.74,-68.99,-11.01,0.00,1.62,0.32,9.64,0.00,-0.00,-0.00
2026-06-23 20:15:03.334,992.46,991.71,-74.45,-11.44,0.00,1.62,0.33,9.63,-0.00,0.00,0.00
