timestamp,pressure_mpl,pressure_bme,diff_pressure,v_wind_est,speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2026-06-23 19:54:47.399,992.09,991.34,-74.40,-11.43,0.00,0.66,0.38,9.29,-0.00,-0.00,0.00
2026-06-23 19:54:47.781,992.12,991.36,-75.96,-11.55,0.00,0.65,0.37,9.28,-0.00,0.00,-0.00
2026-06-23 19:54:48.361,992.14,991.41,-73.48,-11.36,0.00,0.65,0.38,9.30,-0.00,0.00,-0.00
2026-06-23 19:54:48.942,992.12,991.42,-70.25,-11.11,0.00,0.65,0.38,9.31,0.00,-0.00,0.00
2026-06-23 19:54:49.524,992.14,991.39,-74.82,-11.46,0.00,0.66,0.40,9.27,0.00,0.00,0.00
2026-06-23 19:54:50.108,992.12,991.35,-76.04,-11.56,0.00,0.67,0.39,9.31,0.00,0.00,-0.00
2026-06-23 19:54:50.686,992.19,991.39,-80.44,-11.88,0.00,0.66,0.37,9.30,0.00,-0.00,-0.00
2026-06-23 19:54:51.267,992.14,991.36,-77.98,-11.70,0.00,0.66,0.41,9.32,0.00,0.00,0.00
2026-06-23 19:54:51.845,992.14,991.39,-75.60,-11.52,0.00,0.66,0.37,9.30,-0.00,-0.00,0.00
2026-06-23 19:54:52.421,992.14,991.40,-73.92,-11.39,0.00,0.67,0.40,9.32,0.00,0.00,-0.00
2026-06-23 19:54:53.183,992.12,991.41,-71.19,-11.19,0.00,0.66,0.36,9.30,0.00,-0.00,-0.00
