timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
2026-06-19 16:54:24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-06-19 16:54:24,-0.61,0.46,9.56,0.00,-0.04,0.02,27.00,2.56,-78.25
2026-06-19 16:54:24,-0.53,0.46,9.31,0.01,-0.02,0.01,27.00,2.56,-78.25
2026-06-19 16:54:24,-0.56,0.46,9.35,0.00,0.01,0.00,27.00,2.56,-78.25
2026-06-19 16:54:24,-0.55,0.48,9.33,-0.00,0.00,0.00,27.00,2.56,-78.25
2026-06-19 16:54:24,-0.56,0.47,9.34,-0.00,0.00,0.00,27.00,2.56,-78.25
2026-06-19 16:54:24,-0.56,0.48,9.35,-0.00,0.00,0.00,28.06,-2043.62,-79.88
2026-06-19 16:54:24,-0.55,0.46,9.32,0.00,-0.00,0.00,28.06,4.38,-79.88
2026-06-19 16:54:24,-0.56,0.48,9.38,0.00,-0.00,0.00,28.06,4.38,-79.88
2026-06-19 16:54:24,-0.56,0.48,9.34,-0.00,0.00,0.00,27.75,4.38,-78.56
2026-06-19 16:54:24,-0.54,0.49,9.32,0.00,-0.00,0.00,27.75,4.38,-78.56
2026-06-19 16:54:24,-0.57,0.46,9.33,0.00,-0.00,0.00,27.38,2.88,-78.56
2026-06-19 16:54:24,-0.56,0.46,9.34,0.00,0.00,0.00,27.38,2.88,-78.56
2026-06-19 16:54:24,-0.56,0.45,9.33,0.00,0.00,0.00,27.38,2.88,-78.56
2026-06-19 16:54:24,-0.56,0.46,9.34,-0.00,0.00,0.00,27.38,4.38,-77.75
2026-06-19 16:54:24,-0.56,0.50,9.30,0.00,-0.01,0.00,27.38,4.38,-77.75
2026-06-19 16:54:24,-0.55,0.46,9.35,0.00,-0.00,-0.00,27.38,4.38,-77.75
2026-06-19 16:54:24,-0.55,0.48,9.34,-0.00,0.01,0.00,27.00,3.69,-78.56
2026-06-19 16:54:24,-0.57,0.47,9.30,0.00,0.00,0.00,27.00,3.69,-78.56
2026-06-19 16:54:24,-0.57,0.46,9.32,0.00,0.00,0.00,27.38,3.25,-77.38
2026-06-19 16:54:24,-0.54,0.45,9.30,0.00,-0.00,0.00,27.38,3.25,-77.38
2026-06-19 16:54:24,-0.56,0.47,9.30,-0.00,-0.00,0.00,27.38,3.25,-77.38
