timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
2026-06-19 15:07:24,0.00,0.00,0.00,0.00,0.00,0.00,34.88,3.69,-68.75
2026-06-19 15:07:24,-1.80,-0.09,9.26,-0.00,0.01,0.00,34.50,4.75,-66.69
2026-06-19 15:07:24,-1.86,-0.10,9.59,-0.00,0.00,0.00,35.56,4.75,-68.75
2026-06-19 15:07:24,-3.15,4.05,8.24,4.70,2.25,0.32,21.00,-1.25,-37.56
2026-06-19 15:07:24,-0.29,9.16,-1.23,-1.28,-1.39,0.75,8.75,-57.00,19.69
2026-06-19 15:07:24,0.00,9.43,-0.45,0.06,0.00,0.02,0.88,-62.88,6.38
2026-06-19 15:07:24,0.00,9.31,-0.21,-0.12,0.00,0.00,0.19,-62.06,8.00
2026-06-19 15:07:24,-0.03,9.76,-0.21,0.02,-0.00,-0.00,0.88,-62.50,7.69
2026-06-19 15:07:24,-0.02,9.84,-0.21,0.07,0.00,-0.00,-0.19,-62.50,6.38
2026-06-19 15:07:24,0.00,9.79,-0.22,0.05,-0.00,-0.00,0.50,-63.00,6.88
2026-06-19 15:07:24,-0.02,9.79,-0.20,-0.05,0.00,0.00,0.88,-62.56,7.69
2026-06-19 15:07:24,0.36,9.36,1.80,-2.09,-1.49,-0.23,2.00,-65.56,-4.88
2026-06-19 15:07:24,-0.22,0.31,9.71,0.16,-0.09,-0.89,-5.00,-42.75,-73.56
2026-06-19 15:07:24,0.00,0.76,9.75,-0.00,0.00,0.00,-2.38,-44.19,-74.50
2026-06-19 15:07:24,0.00,0.69,9.73,0.00,0.00,0.00,-2.06,-44.56,-74.06
2026-06-19 15:07:24,0.00,0.59,9.75,-0.00,0.00,0.00,-2.06,-43.75,-75.25
2026-06-19 15:07:24,0.00,0.78,9.73,0.00,0.00,-0.00,-3.19,-44.19,-74.06
2026-06-19 15:07:24,-0.06,2.02,9.74,-0.07,0.03,-0.01,-2.56,-43.06,-73.50
2026-06-19 15:08:24,-0.07,-0.12,9.76,-0.00,0.00,-0.01,-0.38,-36.69,-78.75
2026-06-19 15:08:24,-0.07,-0.05,9.78,0.01,0.00,-0.00,0.00,-35.56,-78.38
2026-06-19 15:08:24,-0.05,-0.05,9.75,0.01,-0.00,0.00,-1.06,-36.69,-78.75
2026-06-19 15:08:24,-0.19,0.10,9.70,0.01,0.02,0.01,1.88,-37.75,-77.19
2026-06-19 15:08:24,-0.60,0.10,9.74,0.03,0.00,-0.10,5.56,-36.25,-78.00
2026-06-19 15:08:24,-0.63,0.27,9.77,0.00,-0.02,0.00,6.38,-37.75,-76.25
2026-06-19 15:08:24,-0.18,0.28,9.79,0.14,-0.01,-0.04,1.50,-40.50,-75.19
2026-06-19 15:08:24,-0.05,0.31,9.73,-0.02,-0.01,-0.00,2.56,-39.00,-76.00
2026-06-19 15:08:24,0.04,0.25,9.77,-0.01,0.00,0.00,2.19,-37.50,-76.25
2026-06-19 15:08:24,0.06,0.22,9.78,-0.00,-0.00,0.00,1.88,-37.75,-75.50
2026-06-19 15:08:24,0.06,0.22,9.72,-0.01,0.00,0.00,2.19,-37.75,-76.69
2026-06-19 15:08:24,0.08,0.24,9.74,-0.02,0.02,0.01,1.06,-38.19,-75.88
2026-06-19 15:08:24,0.13,0.20,9.73,0.03,-0.03,0.00,0.56,-37.06,-77.56
2026-06-19 15:08:24,0.34,0.23,9.74,-0.01,0.01,-0.00,-1.19,-38.19,-76.00
2026-06-19 15:08:24,0.67,0.25,9.69,0.02,-0.05,-0.00,-4.56,-39.00,-75.56
2026-06-19 15:08:24,0.12,0.27,9.74,-0.08,0.09,-0.02,0.56,-37.19,-77.25
2026-06-19 15:08:24,-0.09,0.47,9.74,0.14,0.01,-0.03,1.75,-41.25,-74.00
2026-06-19 15:08:24,-0.09,0.60,9.75,0.04,-0.00,-0.00,1.75,-42.06,-74.75
2026-06-19 15:08:24,-0.08,0.48,9.76,-0.05,0.01,-0.01,2.88,-43.88,-72.75
2026-06-19 15:08:24,-0.06,0.24,9.76,-0.02,0.00,-0.00,2.88,-39.75,-75.19
2026-06-19 15:08:24,-0.05,0.84,9.70,0.21,-0.03,-0.05,2.50,-44.25,-73.19
2026-06-19 15:08:24,-0.06,1.37,9.67,0.05,-0.01,-0.02,2.06,-49.88,-67.50
2026-06-19 15:08:24,-0.03,2.28,9.53,0.38,0.01,0.03,2.88,-54.19,-64.25
2026-06-19 15:08:24,-0.06,0.30,9.78,-0.01,0.00,0.00,2.75,-41.50,-75.88
2026-06-19 15:08:24,-0.07,0.15,9.75,-0.02,-0.00,0.00,2.38,-37.88,-77.25
2026-06-19 15:08:24,-0.06,0.08,9.76,-0.00,0.00,0.00,3.19,-37.50,-77.25
2026-06-19 15:08:24,-0.14,-0.32,9.72,-0.04,0.00,0.00,2.38,-34.06,-79.56
2026-06-19 15:08:24,-0.13,-0.53,9.74,0.04,0.00,0.00,1.25,-32.19,-80.06
2026-06-19 15:08:24,-0.08,-0.36,9.71,-0.03,-0.01,-0.02,3.88,-34.06,-79.25
2026-06-19 15:08:24,-0.08,0.21,9.72,0.01,0.01,0.00,3.19,-38.19,-78.00
2026-06-19 15:08:24,-0.09,0.08,9.77,-0.00,0.00,-0.00,3.50,-38.19,-76.75
2026-06-19 15:08:24,-0.09,0.18,9.76,0.03,-0.01,-0.01,2.00,-37.06,-76.00
2026-06-19 15:08:24,-0.08,0.19,9.76,0.00,-0.00,-0.00,3.19,-38.19,-77.56
2026-06-19 15:08:24,-0.07,0.21,9.77,0.02,-0.00,-0.01,3.19,-39.00,-76.75
2026-06-19 15:08:24,-0.08,0.26,9.76,-0.01,-0.00,0.00,3.88,-39.38,-76.75
2026-06-19 15:08:24,-0.08,0.30,9.73,-0.01,-0.00,0.00,3.19,-39.38,-76.38
2026-06-19 15:08:24,-0.08,0.18,9.73,-0.05,0.00,0.00,3.50,-37.50,-77.56
2026-06-19 15:08:24,-0.11,-0.06,9.75,-0.00,0.01,0.00,3.19,-36.38,-77.56
2026-06-19 15:08:24,-0.14,-0.08,9.75,-0.00,0.00,0.00,3.88,-35.19,-78.38
2026-06-19 15:08:24,-0.13,-0.07,9.75,-0.00,0.00,-0.00,5.00,-35.56,-78.00
2026-06-19 15:08:24,-0.13,-0.05,9.74,0.01,0.00,0.00,2.75,-35.56,-78.38
2026-06-19 15:08:24,-0.33,-0.25,9.74,0.00,-0.01,-0.00,4.69,-34.50,-78.75
2026-06-19 15:08:24,-0.07,-0.14,9.73,-0.02,-0.03,0.03,2.75,-33.69,-78.00
2026-06-19 15:08:24,0.19,0.08,9.71,-0.01,0.02,0.00,10.69,-18.88,-54.38
2026-06-19 15:08:24,0.12,0.17,9.73,-0.00,0.00,-0.00,12.00,-19.38,-55.19
2026-06-19 15:08:24,0.16,0.15,9.70,0.03,-0.00,-0.01,10.75,-19.75,-53.50
2026-06-19 15:08:24,0.16,0.21,9.74,-0.00,0.01,0.00,11.56,-20.50,-56.00
2026-06-19 15:08:24,0.06,0.25,9.72,0.03,-0.02,0.00,12.25,-19.75,-54.00
2026-06-19 15:08:24,0.08,0.24,9.78,0.01,-0.00,0.00,12.69,-20.50,-55.56
2026-06-19 15:08:24,0.02,0.34,9.74,-0.05,0.03,0.00,13.06,-20.06,-54.38
2026-06-19 15:08:24,0.04,0.27,9.72,0.00,-0.01,-0.00,12.56,-19.50,-55.69
2026-06-19 15:08:24,0.11,0.23,9.68,-0.01,-0.00,-0.01,11.38,-18.75,-55.50
2026-06-19 15:08:24,0.02,0.15,9.71,-0.01,-0.00,0.00,12.38,-17.88,-56.38
2026-06-19 15:08:24,0.02,0.03,9.73,-0.02,0.01,-0.01,12.00,-16.75,-56.75
2026-06-19 15:08:24,0.00,-0.09,9.69,0.01,-0.01,0.00,11.56,-16.00,-58.00
2026-06-19 15:08:24,0.03,-0.10,9.72,0.01,-0.00,-0.00,12.25,-15.88,-58.00
2026-06-19 15:08:24,0.02,-0.16,9.78,0.15,0.06,-0.18,14.19,-15.88,-55.69
2026-06-19 15:08:24,-0.12,0.73,9.78,0.01,0.00,0.00,15.00,-32.06,-62.56
2026-06-19 15:08:24,-0.11,0.49,9.73,-0.00,-0.00,-0.00,15.00,-32.75,-61.75
2026-06-19 15:08:24,-0.11,0.50,9.72,0.01,0.00,0.00,15.00,-32.06,-61.38
2026-06-19 15:09:24,1.04,7.40,6.40,4.46,1.02,1.00,10.25,-75.75,-28.56
2026-06-19 15:09:24,0.07,9.90,-0.24,-0.03,0.03,-0.00,-0.56,-71.25,39.00
2026-06-19 15:09:24,0.06,9.93,0.00,-0.04,0.00,0.00,-1.00,-72.38,36.19
2026-06-19 15:09:24,0.07,9.90,0.10,-0.00,-0.00,0.00,-1.00,-72.38,35.56
2026-06-19 15:09:24,0.07,9.93,0.00,-0.04,0.00,-0.00,0.06,-72.38,35.56
2026-06-19 15:09:24,0.08,9.92,-0.04,0.02,-0.00,0.00,-1.00,-72.06,36.50
2026-06-19 15:09:24,0.07,9.86,-0.25,-0.07,-0.00,0.00,-1.00,-70.56,38.88
2026-06-19 15:09:24,-0.22,3.32,8.98,-0.00,-0.01,0.00,-15.38,-28.06,-72.75
