timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
2026-06-27 11:37:50.644,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-06-27 11:37:50.659,0.70,0.72,10.09,-0.00,-0.00,-0.00,70.19,-12.75,-33.38
2026-06-27 11:37:50.676,0.66,0.70,9.57,-0.00,0.00,0.00,70.19,-12.75,-33.38
2026-06-27 11:37:50.695,0.66,0.69,9.65,-0.00,-0.00,0.00,70.19,-12.75,-33.38
2026-06-27 11:37:50.709,0.66,0.71,9.68,-0.00,0.00,0.00,70.19,-12.75,-33.38
2026-06-27 11:37:50.726,0.67,0.71,9.63,-0.00,0.00,-0.00,70.19,-12.75,-33.38
2026-06-27 11:37:50.739,0.67,0.72,9.67,-0.00,-0.00,0.00,70.19,-12.75,-33.38
2026-06-27 11:37:50.756,0.69,0.68,9.68,-0.00,-0.00,0.00,69.50,-12.38,-32.19
2026-06-27 11:37:50.769,0.66,0.71,9.64,-0.00,-0.00,0.00,69.50,-12.38,-32.19
2026-06-27 11:37:50.787,0.68,0.72,9.63,-0.00,-0.00,0.00,69.50,-12.38,-32.19
2026-06-27 11:37:50.799,0.69,0.70,9.67,-0.00,-0.00,-0.00,69.75,-11.69,-31.38
2026-06-27 11:37:50.816,0.65,0.69,9.64,-0.00,-0.00,0.00,69.75,-11.69,-31.38
2026-06-27 11:37:50.828,0.67,0.68,9.63,-0.00,0.00,0.00,69.75,-11.69,-31.38
2026-06-27 11:37:50.841,0.68,0.70,9.65,-0.00,-0.00,0.00,69.75,-11.69,-31.38
2026-06-27 11:37:50.857,0.67,0.70,9.68,-0.00,0.00,-0.00,69.50,-11.69,-31.38
2026-06-27 11:37:50.870,0.65,0.68,9.64,-0.00,0.00,-0.00,69.50,-11.69,-31.38
2026-06-27 11:37:50.887,0.66,0.69,9.66,-0.00,0.00,-0.00,69.50,-11.69,-31.38
2026-06-27 11:37:50.899,0.69,0.70,9.66,-0.00,0.00,0.00,69.50,-11.69,-32.19
2026-06-27 11:37:50.916,0.67,0.68,9.67,0.00,0.00,0.00,69.50,-11.69,-32.19
2026-06-27 11:37:50.928,0.68,0.69,9.66,-0.00,-0.00,-0.00,69.50,-11.69,-32.19
2026-06-27 11:37:50.941,0.67,0.70,9.67,-0.00,-0.00,0.00,69.50,-11.69,-32.19
2026-06-27 11:37:50.957,0.67,0.69,9.63,-0.00,0.00,0.00,70.19,-11.25,-33.75
2026-06-27 11:37:50.970,0.67,0.69,9.64,-0.00,0.00,0.00,70.19,-11.25,-33.75
2026-06-27 11:37:50.987,0.67,0.70,9.66,-0.00,0.00,0.00,70.19,-11.25,-33.75
2026-06-27 11:37:50.000,0.67,0.71,9.69,-0.01,-0.00,0.00,69.75,-12.06,-32.56
2026-06-27 11:37:51.016,0.67,0.69,9.68,-0.00,0.00,0.00,69.75,-12.06,-32.56
2026-06-27 11:37:51.029,0.69,0.69,9.66,-0.00,0.00,0.00,69.75,-12.06,-32.56
2026-06-27 11:37:51.042,0.67,0.70,9.68,-0.00,-0.00,-0.00,69.75,-12.06,-32.56
2026-06-27 11:37:51.057,0.67,0.72,9.67,-0.00,-0.00,-0.00,70.50,-11.25,-32.56
2026-06-27 11:37:51.070,0.66,0.69,9.64,-0.00,-0.00,0.00,70.50,-11.25,-32.56
2026-06-27 11:37:51.087,0.68,0.69,9.64,-0.00,-0.01,0.00,70.50,-11.25,-32.56
2026-06-27 11:37:51.100,0.67,0.69,9.63,-0.00,-0.00,0.00,69.69,-11.69,-31.75
2026-06-27 11:37:51.117,0.66,0.71,9.65,-0.00,0.00,-0.00,69.69,-11.69,-31.75
2026-06-27 11:37:51.130,0.67,0.69,9.68,-0.00,0.00,0.00,69.69,-11.69,-31.75
2026-06-27 11:37:51.142,0.66,0.70,9.67,-0.00,-0.00,-0.00,69.69,-11.69,-31.75
2026-06-27 11:37:51.158,0.67,0.70,9.66,-0.01,-0.00,-0.00,69.69,-11.69,-32.19
2026-06-27 11:37:51.171,0.68,0.71,9.65,-0.00,-0.00,0.00,69.69,-11.69,-32.19
2026-06-27 11:37:51.187,0.65,0.69,9.65,-0.00,0.00,-0.00,69.69,-11.69,-32.19
2026-06-27 11:37:51.200,0.68,0.70,9.67,-0.00,0.00,0.00,69.38,-12.75,-32.19
2026-06-27 11:37:51.217,0.66,0.69,9.66,-0.00,0.00,-0.00,69.38,-12.75,-32.19
2026-06-27 11:37:51.230,0.68,0.70,9.66,-0.00,-0.00,0.00,69.38,-12.75,-32.19
2026-06-27 11:37:51.242,0.68,0.72,9.66,-0.00,-0.00,-0.00,69.38,-12.75,-32.19
2026-06-27 11:37:51.257,0.68,0.70,9.65,-0.00,-0.00,0.00,69.69,-12.06,-31.38
2026-06-27 11:37:51.270,0.68,0.70,9.64,-0.00,0.00,0.00,69.69,-12.06,-31.38
2026-06-27 11:37:51.287,0.68,0.69,9.67,-0.00,-0.00,0.00,69.69,-12.06,-31.38
2026-06-27 11:37:51.300,0.67,0.69,9.66,-0.00,-0.01,0.00,69.69,-12.06,-30.56
2026-06-27 11:37:51.317,0.68,0.68,9.64,0.00,0.00,0.00,69.69,-12.06,-30.56
2026-06-27 11:37:51.330,0.65,0.71,9.67,-0.00,0.00,0.00,69.69,-12.06,-30.56
2026-06-27 11:37:51.342,0.67,0.71,9.63,0.00,0.00,-0.00,69.69,-12.06,-30.56
2026-06-27 11:37:51.358,0.67,0.71,9.67,0.00,-0.00,0.00,69.00,-12.06,-31.00
2026-06-27 11:37:51.371,0.67,0.70,9.67,0.00,0.00,-0.00,69.00,-12.06,-31.00
2026-06-27 11:37:51.388,0.67,0.72,9.66,0.00,-0.00,-0.00,69.00,-12.06,-31.00
2026-06-27 11:37:51.400,0.67,0.68,9.66,0.00,0.00,-0.00,70.06,-12.06,-32.19
2026-06-27 11:37:51.417,0.68,0.70,9.64,0.00,0.00,0.00,70.06,-12.06,-32.19
