timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
2026-06-27 11:36:13.906,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-06-27 11:36:13.923,0.42,0.72,9.51,-0.00,-0.00,-0.00,70.56,-9.75,-31.00
2026-06-27 11:36:13.937,0.47,0.73,9.61,-0.00,-0.00,0.00,70.56,-9.75,-31.00
2026-06-27 11:36:13.956,0.52,0.73,9.67,-0.01,-0.00,0.00,70.56,-9.75,-31.00
2026-06-27 11:36:13.968,0.46,0.74,9.66,-0.00,-0.00,-0.00,70.56,-9.75,-31.00
2026-06-27 11:36:13.987,0.46,0.74,9.64,-0.00,-0.01,0.00,70.56,-9.75,-31.00
2026-06-27 11:36:13.999,0.51,0.71,9.68,-0.00,-0.00,0.00,70.56,-9.75,-31.00
2026-06-27 11:36:14.016,0.50,0.71,9.68,-0.00,-0.01,0.00,71.00,-9.75,-30.19
2026-06-27 11:36:14.029,0.46,0.70,9.66,-0.00,-0.00,0.00,71.00,-9.75,-30.19
2026-06-27 11:36:14.046,0.48,0.71,9.67,-0.00,-0.00,0.00,71.00,-9.75,-30.19
2026-06-27 11:36:14.059,0.51,0.70,9.67,-0.00,-0.00,-0.00,70.19,-9.75,-29.38
2026-06-27 11:36:14.073,0.49,0.70,9.68,-0.00,-0.00,0.00,70.19,-9.75,-29.38
2026-06-27 11:36:14.088,0.48,0.71,9.64,-0.00,-0.00,0.00,70.19,-9.75,-29.38
2026-06-27 11:36:14.101,0.48,0.71,9.68,-0.00,-0.01,-0.00,70.19,-9.75,-29.38
2026-06-27 11:36:14.117,0.51,0.70,9.68,-0.00,-0.00,0.00,71.00,-10.19,-31.00
2026-06-27 11:36:14.130,0.48,0.70,9.65,-0.00,-0.00,0.00,71.00,-10.19,-31.00
2026-06-27 11:36:14.147,0.50,0.69,9.66,-0.00,-0.00,0.00,71.00,-10.19,-31.00
2026-06-27 11:36:14.159,0.50,0.70,9.68,-0.00,-0.00,0.00,71.69,-9.75,-31.75
2026-06-27 11:36:14.176,0.49,0.69,9.70,-0.00,-0.00,0.00,71.69,-9.75,-31.75
2026-06-27 11:36:14.189,0.45,0.68,9.67,-0.00,-0.00,0.00,71.69,-9.75,-31.75
2026-06-27 11:36:14.201,0.49,0.69,9.67,-0.00,-0.00,-0.00,71.69,-9.75,-31.75
2026-06-27 11:36:14.217,0.50,0.68,9.68,-0.00,0.00,-0.00,71.00,-9.75,-30.19
2026-06-27 11:36:14.230,0.47,0.72,9.64,-0.00,-0.00,-0.00,71.00,-9.75,-30.19
2026-06-27 11:36:14.248,0.48,0.70,9.67,-0.00,-0.00,0.00,71.00,-9.75,-30.19
2026-06-27 11:36:14.260,0.50,0.68,9.69,-0.00,-0.00,0.00,70.56,-9.38,-31.00
2026-06-27 11:36:14.277,0.49,0.67,9.68,-0.01,0.00,0.00,70.56,-9.38,-31.00
2026-06-27 11:36:14.289,0.50,0.67,9.71,-0.00,0.00,0.00,70.56,-9.38,-31.00
2026-06-27 11:36:14.302,0.49,0.67,9.69,-0.00,-0.00,-0.00,70.56,-9.38,-31.00
2026-06-27 11:36:14.318,0.51,0.67,9.69,-0.00,-0.00,-0.00,71.56,-9.38,-31.38
2026-06-27 11:36:14.330,0.46,0.66,9.66,-0.00,-0.00,-0.00,71.56,-9.38,-31.38
2026-06-27 11:36:14.347,0.48,0.69,9.70,-0.00,-0.00,0.00,71.56,-9.38,-31.38
2026-06-27 11:36:14.361,0.50,0.68,9.67,-0.00,0.00,-0.00,71.19,-9.75,-31.38
2026-06-27 11:36:14.378,0.50,0.68,9.67,-0.00,0.00,-0.00,71.19,-9.75,-31.38
2026-06-27 11:36:14.390,0.49,0.69,9.67,-0.00,0.00,-0.00,71.19,-9.75,-31.38
2026-06-27 11:36:14.402,0.48,0.69,9.68,-0.00,0.00,-0.00,71.19,-9.75,-31.38
2026-06-27 11:36:14.418,0.50,0.68,9.67,-0.00,-0.00,-0.00,70.06,-9.75,-31.38
2026-06-27 11:36:14.431,0.50,0.66,9.70,-0.01,-0.00,0.00,70.06,-9.75,-31.38
