timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
2026-06-27 11:38:12.611,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-06-27 11:38:12.629,0.51,0.82,8.43,-0.00,-0.00,0.00,69.50,-13.19,-31.38
2026-06-27 11:38:12.642,0.76,0.73,9.51,-0.00,0.00,0.00,69.50,-13.19,-31.38
2026-06-27 11:38:12.661,0.70,0.72,9.63,-0.00,-0.00,0.00,69.50,-13.19,-31.38
2026-06-27 11:38:12.677,0.69,0.64,9.67,-0.00,-0.00,-0.00,69.50,-13.19,-31.38
2026-06-27 11:38:12.694,0.73,0.59,9.56,-0.00,-0.00,0.00,69.50,-13.19,-31.38
2026-06-27 11:38:12.710,0.61,0.65,9.72,-0.00,0.00,0.00,69.50,-13.19,-31.38
2026-06-27 11:38:12.723,0.63,0.64,9.62,-0.00,0.00,-0.00,70.56,-12.06,-31.75
2026-06-27 11:38:12.736,0.68,0.66,9.60,-0.00,0.00,-0.00,70.56,-12.06,-31.75
2026-06-27 11:38:12.752,0.62,0.66,9.71,-0.00,-0.00,0.00,70.56,-12.06,-31.75
2026-06-27 11:38:12.765,0.68,0.72,9.64,-0.00,0.00,0.00,69.75,-10.88,-32.56
2026-06-27 11:38:12.781,0.64,0.73,9.63,-0.00,-0.00,0.00,69.75,-10.88,-32.56
2026-06-27 11:38:12.794,0.68,0.72,9.65,-0.00,-0.00,0.00,69.75,-10.88,-32.56
2026-06-27 11:38:12.807,0.66,0.71,9.68,-0.00,0.00,0.00,69.75,-10.88,-32.56
2026-06-27 11:38:12.822,0.64,0.74,9.61,0.00,-0.00,0.00,69.75,-12.06,-32.19
2026-06-27 11:38:12.835,0.68,0.64,9.63,-0.00,-0.00,0.00,69.75,-12.06,-32.19
2026-06-27 11:38:12.852,0.67,0.64,9.64,-0.00,-0.00,0.00,69.75,-12.06,-32.19
2026-06-27 11:38:12.865,0.66,0.63,9.63,-0.00,-0.00,0.00,69.75,-12.38,-32.19
2026-06-27 11:38:12.882,0.72,0.63,9.67,-0.00,0.00,-0.00,69.75,-12.38,-32.19
2026-06-27 11:38:12.895,0.59,0.67,9.67,-0.00,-0.00,0.00,69.75,-12.38,-32.19
2026-06-27 11:38:12.907,0.61,0.65,9.67,-0.00,-0.00,0.00,69.75,-12.38,-32.19
2026-06-27 11:38:12.922,0.61,0.65,9.68,-0.00,0.00,0.00,70.56,-12.38,-31.75
2026-06-27 11:38:12.935,0.66,0.65,9.59,-0.00,-0.00,0.00,70.56,-12.38,-31.75
2026-06-27 11:38:12.953,0.69,0.69,9.64,-0.01,-0.00,0.00,70.56,-12.38,-31.75
2026-06-27 11:38:12.965,0.68,0.76,9.66,-0.00,-0.00,0.00,69.50,-11.69,-33.38
2026-06-27 11:38:12.982,0.70,0.78,9.61,-0.01,-0.00,0.00,69.50,-11.69,-33.38
2026-06-27 11:38:12.994,0.63,0.87,9.67,-0.00,-0.00,0.00,69.50,-11.69,-33.38
2026-06-27 11:38:13.007,0.64,0.89,9.68,-0.00,0.00,0.00,69.50,-11.69,-33.38
2026-06-27 11:38:13.023,0.66,0.87,9.62,-0.00,-0.00,0.00,69.00,-12.06,-31.38
2026-06-27 11:38:13.036,0.70,0.84,9.63,-0.00,-0.01,0.00,69.00,-12.06,-31.38
