timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
2026-06-27 11:32:44.872,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2026-06-27 11:32:44.889,0.09,0.41,10.07,-0.04,0.01,-0.01,94.88,-9.38,-28.06
2026-06-27 11:32:44.904,0.10,0.37,9.36,0.01,0.00,0.00,94.88,-9.38,-28.06
2026-06-27 11:32:44.924,0.09,0.37,9.33,0.00,0.00,0.00,94.88,-9.38,-28.06
2026-06-27 11:32:44.941,0.09,0.37,9.38,0.00,0.00,0.00,94.88,-9.38,-28.06
2026-06-27 11:32:44.954,0.07,0.38,9.35,0.00,-0.00,0.00,94.88,-9.38,-28.06
2026-06-27 11:32:44.966,0.10,0.37,9.36,0.00,-0.00,0.00,94.88,-9.38,-28.06
2026-06-27 11:32:44.983,0.10,0.36,9.37,-0.00,-0.00,-0.00,94.56,-9.00,-29.69
2026-06-27 11:32:44.995,0.09,0.37,9.36,-0.00,0.00,0.00,94.56,-9.00,-29.69
2026-06-27 11:32:45.012,0.08,0.37,9.36,-0.00,0.00,0.00,94.56,-9.00,-29.69
2026-06-27 11:32:45.025,0.11,0.37,9.37,0.00,0.00,0.00,94.19,-8.56,-30.06
2026-06-27 11:32:45.041,0.10,0.39,9.37,-0.00,-0.00,0.00,94.19,-8.56,-30.06
2026-06-27 11:32:45.054,0.10,0.37,9.38,-0.00,-0.00,-0.00,94.19,-8.56,-30.06
2026-06-27 11:32:45.067,0.11,0.37,9.35,-0.00,-0.00,0.00,94.19,-8.56,-30.06
2026-06-27 11:32:45.083,0.07,0.40,9.35,-0.00,0.00,0.00,95.69,-8.56,-28.06
2026-06-27 11:32:45.095,0.09,0.38,9.32,0.00,0.00,0.00,95.69,-8.56,-28.06
2026-06-27 11:32:45.112,0.09,0.38,9.36,0.00,-0.00,-0.00,95.69,-8.56,-28.06
2026-06-27 11:32:45.124,0.08,0.36,9.38,-0.00,0.00,0.00,93.75,-9.00,-28.06
2026-06-27 11:32:45.136,0.10,0.38,9.36,-0.00,0.00,-0.00,93.75,-9.00,-28.06
2026-06-27 11:32:45.153,0.11,0.39,9.37,-0.00,0.00,0.00,93.75,-9.00,-28.06
2026-06-27 11:32:45.166,0.11,0.37,9.36,0.00,0.00,0.00,93.75,-9.00,-28.06
2026-06-27 11:32:45.183,0.10,0.37,9.38,0.00,0.00,-0.00,95.25,-8.56,-28.06
2026-06-27 11:32:45.195,0.09,0.37,9.35,0.00,0.00,-0.00,95.25,-8.56,-28.06
2026-06-27 11:32:45.212,0.09,0.36,9.34,-0.00,-0.00,-0.00,95.25,-8.56,-28.06
2026-06-27 11:32:45.225,0.11,0.39,9.35,0.00,0.00,0.00,95.25,-8.56,-29.25
2026-06-27 11:32:45.237,0.10,0.40,9.38,-0.00,0.00,0.00,95.25,-8.56,-29.25
2026-06-27 11:32:45.254,0.09,0.39,9.35,-0.00,-0.00,0.00,95.25,-8.56,-29.25
2026-06-27 11:32:45.266,0.09,0.36,9.37,0.00,0.00,-0.00,95.25,-8.56,-29.25
2026-06-27 11:32:45.283,0.09,0.37,9.36,-0.00,0.00,0.00,95.25,-9.38,-28.88
2026-06-27 11:32:45.296,0.09,0.38,9.37,0.00,0.00,-0.00,95.25,-9.38,-28.88
2026-06-27 11:32:45.314,0.10,0.37,9.35,0.00,-0.00,-0.00,95.25,-9.38,-28.88
2026-06-27 11:32:45.326,0.08,0.39,9.35,-0.00,-0.00,0.00,94.56,-8.56,-28.88
2026-06-27 11:32:45.343,0.09,0.37,9.35,0.00,0.00,-0.00,94.56,-8.56,-28.88
2026-06-27 11:32:45.355,0.10,0.35,9.35,-0.00,0.00,0.00,94.56,-8.56,-28.88
2026-06-27 11:32:45.368,0.09,0.36,9.34,0.00,0.00,0.00,94.56,-8.56,-28.88
2026-06-27 11:32:45.384,0.08,0.38,9.39,-0.00,0.00,0.00,94.19,-8.56,-28.38
2026-06-27 11:32:45.400,0.09,0.39,9.35,-0.00,0.00,0.00,94.19,-8.56,-28.38
2026-06-27 11:32:45.415,0.08,0.37,9.35,-0.00,0.00,0.00,94.19,-8.56,-28.38
2026-06-27 11:32:45.427,0.09,0.38,9.34,0.00,0.00,-0.00,94.19,-8.56,-29.25
2026-06-27 11:32:45.443,0.10,0.38,9.35,-0.00,0.00,0.00,94.19,-8.56,-29.25
2026-06-27 11:32:45.456,0.10,0.38,9.39,-0.00,0.00,0.00,94.19,-8.56,-29.25
2026-06-27 11:32:45.468,0.09,0.37,9.37,0.00,-0.00,0.00,94.19,-8.56,-29.25
2026-06-27 11:32:45.484,0.08,0.37,9.35,-0.00,0.00,-0.00,94.56,-8.25,-28.88
2026-06-27 11:32:45.497,0.11,0.33,9.35,-0.00,-0.00,0.00,94.56,-8.25,-28.88
2026-06-27 11:32:45.514,0.07,0.37,9.34,-0.00,0.00,0.00,94.56,-8.25,-28.88
2026-06-27 11:32:45.527,0.10,0.39,9.35,-0.00,0.00,0.00,94.19,-8.56,-28.06
2026-06-27 11:32:45.544,0.07,0.39,9.39,0.00,-0.00,-0.00,94.19,-8.56,-28.06
